,jobTitle,meanPay,Range,company
4589,QA Manager,"$149,369/yr",Range: $117K - $183K,intuit
4591,Community Manager,"$84,152/yr",Range: $68K - $100K,intuit
4592,IT Architect,"$162,240/yr",Range: $147K - $180K,intuit
4594,Staff Operations Engineer,"$118,483/yr",Range: $104K - $133K,intuit
4595,Storage Administrator,"$114,627/yr",Range: $103K - $127K,intuit
4597,Staff Analyst,"$140,968/yr",Range: $112K - $174K,intuit
4599,Software Engineer - Monthly,"$6,504/mo",Range: $4K - $9K,intuit
4600,Staff Interaction Designer,"$117,115/yr",Range: $107K - $127K,intuit
4602,Senior Operations Engineer,"$135,520/yr",Range: $112K - $161K,intuit
4604,Staff Front End Engineer,"$130,261/yr",Range: $113K - $150K,intuit
4606,"Senior Manager, Analytics","$172,259/yr",Range: $158K - $190K,intuit
4608,Customer Service Representative,"$32,222/yr",Range: $31K - $34K,intuit
4609,Senior Support Specialist,"$56,397/yr",Range: $47K - $66K,intuit
4610,Small Business Sales Consultant,"$39,166/yr",Range: $36K - $42K,intuit
4611,Senior Mobile Developer,"$139,577/yr",Range: $120K - $158K,intuit
4614,Senior Game Designer,"$109,709/yr",Range: $99K - $121K,intuit
4615,Senior Call Center,"$57,793/yr",Range: $55K - $61K,intuit
4616,Team Manager,"$81,763/yr",Range: $75K - $89K,intuit
4617,Strategy Associate,"$128,082/yr",Range: $108K - $150K,intuit
4619,Principal Visual Designer,"$135,280/yr",Range: $111K - $163K,intuit
4620,Software Engineering Manager,"$190,832/yr",Range: $177K - $205K,intuit
4621,Senior Writer,"$92,645/yr",Range: $87K - $98K,intuit
4622,Asset Manager,"$112,605/yr",Range: $102K - $125K,intuit
4623,HRBP,"$110,202/yr",Range: $100K - $120K,intuit
4624,Chief Architect,"$257,235/yr",Range: $232K - $288K,intuit
4625,Experience Design Manager,"$193,165/yr",Range: $180K - $208K,intuit
4627,Data Entry Clerk,"$35,826/yr",Range: $31K - $40K,intuit
4628,Senior Leadership Development Manager,"$88,451/yr",Range: $76K - $100K,intuit
4629,Senior HRBP,"$131,757/yr",Range: $119K - $145K,intuit
4630,Software Developer,"$123,807/yr",Range: $61K - $150K,bloomberg
4631,Senior Software Developer,"$149,225/yr",Range: $98K - $215K,bloomberg
4632,Senior Software Engineer,"$165,190/yr",Range: $81K - $234K,bloomberg
4633,Financial Software Developer,"$113,096/yr",Range: $93K - $172K,bloomberg
4634,Software Engineer,"$134,909/yr",Range: $60K - $200K,bloomberg
4635,Data Analyst,"$68,699/yr",Range: $50K - $140K,bloomberg
4636,Reporter,"$91,902/yr",Range: $42K - $212K,bloomberg
4637,Team Leader,"$169,340/yr",Range: $73K - $200K,bloomberg
4639,Financial Information Services Representative,"$97,049/yr",Range: $65K - $148K,bloomberg
4640,Global Data Analyst,"$64,940/yr",Range: $61K - $86K,bloomberg
4641,Sales Representative,"$98,973/yr",Range: $65K - $163K,bloomberg
4642,Account Manager,"$89,155/yr",Range: $65K - $178K,bloomberg
4643,Financial Software Engineer,"$107,711/yr",Range: $99K - $152K,bloomberg
4646,Quantitative Analyst,"$159,467/yr",Range: $101K - $235K,bloomberg
4647,Analyst,"$70,734/yr",Range: $63K - $163K,bloomberg
4648,Financial Applications Developer,"$104,498/yr",Range: $100K - $156K,bloomberg
4650,Training Specialist,"$65,238/yr",Range: $64K - $131K,bloomberg
4651,Analytics Representative,"$66,802/yr",Range: $64K - $79K,bloomberg
4653,Editor,"$121,030/yr",Range: $75K - $160K,bloomberg
4654,Sales,"$110,611/yr",Range: $65K - $168K,bloomberg
4655,Product Manager,"$150,228/yr",Range: $76K - $232K,bloomberg
4657,Project Manager,"$110,045/yr",Range: $65K - $224K,bloomberg
4658,R&D Team Lead,"$189,648/yr",Range: $162K - $222K,bloomberg
4659,Business Analyst,"$77,032/yr",Range: $50K - $121K,bloomberg
4660,Senior Financial Software Developer,"$136,276/yr",Range: $110K - $173K,bloomberg
4661,Analytics,"$73,431/yr",Range: $65K - $116K,bloomberg
4662,Financial Sales and Analytics,"$67,810/yr",Range: $63K - $125K,bloomberg
4663,Financial Analyst,"$71,010/yr",Range: $61K - $184K,bloomberg
4664,Advanced Specialist,"$90,215/yr",Range: $77K - $104K,bloomberg
4665,Global Customer Support,"$47,977/yr",Range: $43K - $61K,bloomberg
4666,Relationship Manager,"$131,333/yr",Range: $96K - $180K,bloomberg
4667,Network Engineer,"$130,890/yr",Range: $85K - $241K,bloomberg
4668,Legal Analyst,"$100,778/yr",Range: $57K - $164K,bloomberg
4669,Financial Applications Engineer,"$104,607/yr",Range: $98K - $110K,bloomberg
4670,News Reporter,"$96,372/yr",Range: $61K - $146K,bloomberg
4672,Network Operations Engineer,"$111,485/yr",Range: $97K - $129K,bloomberg
4673,Quantitative Researcher,"$184,869/yr",Range: $123K - $280K,bloomberg
4674,Sales Associate,"$86,249/yr",Range: $48K - $101K,bloomberg
4675,Research Associate,"$87,974/yr",Range: $77K - $107K,bloomberg
4677,Sales and Account Manager,"$93,276/yr",Range: $77K - $169K,bloomberg
4678,Producer,"$87,102/yr",Range: $55K - $113K,bloomberg
4679,Financial Analytics Analyst,"$69,105/yr",Range: $64K - $80K,bloomberg
4680,New York,"$111,668/yr",Range: $67K - $140K,bloomberg
4683,Senior Software Development Engineer,"$166,199/yr",Range: $154K - $189K,bloomberg
4685,Equity Research Associate,"$96,169/yr",Range: $85K - $126K,bloomberg
4686,Senior Account Manager,"$132,152/yr",Range: $85K - $201K,bloomberg
4687,Technical Translator,"$65,068/yr",Range: $61K - $98K,bloomberg
4688,Senior Analyst,"$102,754/yr",Range: $65K - $165K,bloomberg
4689,Financial Product Analyst,"$74,000/yr",Range: $66K - $74K,bloomberg
4690,Global Customer Support Representative,"$44,496/yr",Range: $44K - $51K,bloomberg
4691,Database Administrator,"$145,815/yr",Range: $79K - $166K,bloomberg
4692,R&D Manager,"$201,163/yr",Range: $92K - $226K,bloomberg
4693,Customer Service Representative,"$50,001/yr",Range: $32K - $59K,bloomberg
4694,Software Quality Assurance Analyst,"$96,421/yr",Range: $79K - $105K,bloomberg
4696,Customer Support Specialist,"$45,495/yr",Range: $40K - $87K,bloomberg
4697,Research Analyst,"$72,920/yr",Range: $66K - $94K,bloomberg
4698,Implementation Specialist,"$107,817/yr",Range: $81K - $159K,bloomberg
4699,Data Scientist,"$141,188/yr",Range: $105K - $168K,bloomberg
4700,Senior Data Analyst,"$74,751/yr",Range: $64K - $141K,bloomberg
4701,Senior Project Manager,"$152,227/yr",Range: $121K - $205K,bloomberg
4702,Software Development Engineer,"$127,441/yr",Range: $111K - $160K,bloomberg
4703,Programmer,"$124,837/yr",Range: $97K - $142K,bloomberg
4704,Associate Producer,"$64,544/yr",Range: $45K - $73K,bloomberg
4705,Editorial Director,"$111,976/yr",Range: $101K - $150K,bloomberg
4707,Marketing Manager,"$117,437/yr",Range: $85K - $147K,bloomberg
4708,Equity Data Analyst,"$78,095/yr",Range: $58K - $92K,bloomberg
4709,Sales Account Manager,"$97,534/yr",Range: $85K - $124K,bloomberg
4710,Senior Product Manager,"$159,566/yr",Range: $144K - $191K,bloomberg
4711,Equity Fundamentals Analyst,"$68,684/yr",Range: $64K - $74K,bloomberg
4712,Market Data Analyst,"$66,929/yr",Range: $63K - $109K,bloomberg
4713,Interaction Designer,"$127,749/yr",Range: $93K - $133K,bloomberg
4714,Quantitative Developer,"$174,038/yr",Range: $106K - $193K,bloomberg
4715,Global Technical Support,"$56,957/yr",Range: $52K - $64K,bloomberg
4717,Engineer,"$90,205/yr",Range: $66K - $165K,bloomberg
4718,Global Data,"$67,959/yr",Range: $64K - $76K,bloomberg
4719,Journalist,"$99,802/yr",Range: $72K - $143K,bloomberg
4720,R&D Software Engineer,"$126,478/yr",Range: $110K - $153K,bloomberg
4721,Director,"$159,448/yr",Range: $105K - $183K,bloomberg
4722,Technical Writer,"$89,251/yr",Range: $86K - $103K,bloomberg
4723,Financial Product Sales and Analytics,"$68,490/yr",Range: $65K - $84K,bloomberg
4724,Software Developer Team Leader,"$164,749/yr",Range: $132K - $174K,bloomberg
4725,Sales Specialist,"$113,144/yr",Range: $93K - $165K,bloomberg
4726,Global Business Manager,"$199,223/yr",Range: $147K - $308K,bloomberg
4727,Software Engineering,"$133,622/yr",Range: $117K - $157K,bloomberg
4729,SAP Business Warehouse Analyst,"$120,082/yr",Range: $118K - $134K,bloomberg
4730,Translator,"$99,136/yr",Range: $74K - $101K,bloomberg
4732,Marketing Program Manager,"$130,371/yr",Range: $108K - $162K,bloomberg
4733,Segment Producer,"$79,405/yr",Range: $67K - $107K,bloomberg
4734,Software Engineering Team Lead,"$239,620/yr",Range: $208K - $275K,bloomberg
4735,Fixed Income Specialist,"$65,668/yr",Range: $62K - $67K,bloomberg
4736,Credit Analyst,"$71,332/yr",Range: $27K - $83K,bloomberg
4737,Equity Analyst,"$87,311/yr",Range: $73K - $159K,bloomberg
4739,Sales and Analytics,"$67,299/yr",Range: $52K - $70K,bloomberg
4740,Sr. Software Engineer,"$188,313/yr",Range: $139K - $204K,bloomberg
4741,Implementation Manager,"$117,265/yr",Range: $92K - $133K,bloomberg
4742,Manager,"$152,244/yr",Range: $131K - $231K,bloomberg
4743,Equity Research Analyst,"$179,176/yr",Range: $135K - $194K,bloomberg
4744,Graphic Designer,"$85,379/yr",Range: $51K - $154K,bloomberg
4745,Marketing Data Analyst,"$62,453/yr",Range: $61K - $71K,bloomberg
4747,Senior Programmer,"$149,055/yr",Range: $130K - $195K,bloomberg
4748,Senior SAP Security Analyst,"$148,346/yr",Range: $140K - $153K,bloomberg
4749,Systems Engineer,"$123,481/yr",Range: $114K - $143K,bloomberg
4750,Journalist/Reporter,"$102,496/yr",Range: $80K - $135K,bloomberg
4751,Professor of History,"$120,140/yr",Range: $111K - $128K,bloomberg
4752,Data Engineer,"$111,600/yr",Range: $92K - $121K,bloomberg
4754,Senior Developer,"$140,016/yr",Range: $121K - $161K,bloomberg
4755,Technical Product Manager,"$150,646/yr",Range: $122K - $180K,bloomberg
4756,SAN Engineer,"$130,564/yr",Range: $125K - $136K,bloomberg
4757,Core Terminal Sales Representative,"$134,195/yr",Range: $97K - $160K,bloomberg
4758,Sales Executive,"$124,007/yr",Range: $85K - $165K,bloomberg
4759,Key Account Manager,"$91,986/yr",Range: $85K - $115K,bloomberg
4762,Business Development,"$139,453/yr",Range: $127K - $243K,bloomberg
4763,Production Assistant,"$60,665/yr",Range: $52K - $69K,bloomberg
4764,Technical Support Representative,"$60,523/yr",Range: $55K - $95K,bloomberg
4765,Senior Systems Administrator,"$141,480/yr",Range: $131K - $160K,bloomberg
4766,Technical Operations,"$62,570/yr",Range: $49K - $95K,bloomberg
4768,Customer Financial Service Representative,"$60,809/yr",Range: $53K - $64K,bloomberg
4769,Marketing,"$84,057/yr",Range: $72K - $147K,bloomberg
4770,Ruby On Rails Developer,"$153,044/yr",Range: $144K - $167K,bloomberg
4772,Associate,"$81,844/yr",Range: $56K - $128K,bloomberg
4773,Producer/Reporter,"$89,853/yr",Range: $84K - $93K,bloomberg
4774,Trading Systems Acct Manager,"$132,474/yr",Range: $88K - $155K,bloomberg
4775,Senior Software Developer Team Leader,"$158,563/yr",Range: $142K - $210K,bloomberg
4776,Senior Quantitative Analyst,"$190,670/yr",Range: $176K - $213K,bloomberg
4777,Administrative Assistant,"$54,303/yr",Range: $54K - $72K,bloomberg
4778,Creative Director,"$285,631/yr",Range: $283K - $286K,bloomberg
4779,Senior Data Engineer,"$145,550/yr",Range: $129K - $160K,bloomberg
4780,News Director,"$132,219/yr",Range: $127K - $132K,bloomberg
4782,Engineering Team Lead,"$180,194/yr",Range: $107K - $214K,bloomberg
4783,Data Expert,"$73,527/yr",Range: $67K - $76K,bloomberg
4784,Database Architect,"$151,823/yr",Range: $134K - $153K,bloomberg
4785,Systems Analyst,"$156,755/yr",Range: $146K - $160K,bloomberg
4786,Team Lead,"$139,254/yr",Range: $74K - $143K,bloomberg
4788,Senior Account Executive,"$162,960/yr",Range: $108K - $199K,bloomberg
4789,Financial Products Sales and Analytics,"$72,285/yr",Range: $72K - $80K,bloomberg
4791,Senior Reporter,"$129,640/yr",Range: $102K - $153K,bloomberg
4792,Video Editor,"$98,458/yr",Range: $79K - $114K,bloomberg
4793,Operations Specialist,"$94,928/yr",Range: $94K - $140K,bloomberg
4794,Facilities Manager,"$108,085/yr",Range: $108K - $134K,bloomberg
4795,Applications Specialist,"$199,450/yr",Range: $154K - $206K,bloomberg
4796,Photo Editor,"$89,137/yr",Range: $73K - $100K,bloomberg
4797,Sales Manager,"$154,136/yr",Range: $151K - $214K,bloomberg
4798,Infrastructure Engineer,"$94,297/yr",Range: $88K - $112K,bloomberg
4801,Asian Equity Fundamental Analyst,"$68,363/yr",Range: $66K - $72K,bloomberg
4802,Executive Assistant,"$83,126/yr",Range: $50K - $97K,bloomberg
4803,Junior Financial Analyst - Contractor,"$32,007/yr",Range: $23K - $54K,bloomberg
4804,Network Operations Technician,"$108,284/yr",Range: $98K - $108K,bloomberg
4807,Business Manager,"$217,212/yr",Range: $216K - $247K,bloomberg
4808,Site Reliability Engineer,"$188,822/yr",Range: $125K - $189K,bloomberg
4809,Scrum Master,"$114,031/yr",Range: $114K - $116K,bloomberg
4810,Mortgage Modeler,"$116,648/yr",Range: $110K - $145K,bloomberg
4811,Operations Project Manager,"$133,858/yr",Range: $114K - $157K,bloomberg
4813,Recruiting Coordinator,"$75,468/yr",Range: $59K - $83K,bloomberg
4814,Senior Sales Representative,"$127,718/yr",Range: $91K - $170K,bloomberg
4815,Human Resources Staff,"$77,176/yr",Range: $59K - $94K,bloomberg
4817,Supply Chain Manager,"$135,112/yr",Range: $47K - $143K,bloomberg
4818,Senior Relationship Manager,"$137,469/yr",Range: $97K - $178K,bloomberg
4819,Supply Chain Analyst,"$86,985/yr",Range: $64K - $90K,bloomberg
4820,Fixed Income Global Data Analyst,"$72,567/yr",Range: $63K - $76K,bloomberg
4821,Product Specialist,"$84,468/yr",Range: $82K - $162K,bloomberg
4822,Bloomberg Law Legal Research Analyst,"$80,758/yr",Range: $67K - $108K,bloomberg
4823,Senior Software Engineer - Contractor,"$148,916/yr",Range: $123K - $165K,bloomberg
4824,Senior Producer,"$138,162/yr",Range: $92K - $165K,bloomberg
4827,Senior Database Administrator,"$136,582/yr",Range: $131K - $183K,bloomberg
4828,Fsd,"$111,561/yr",Range: $109K - $130K,bloomberg
4829,Production Coordinator,"$73,998/yr",Range: $49K - $76K,bloomberg
4830,User Experience Manager,"$126,597/yr",Range: $117K - $136K,bloomberg
4831,Web Producer,"$83,941/yr",Range: $57K - $113K,bloomberg
4832,Learning Specialist,"$100,303/yr",Range: $94K - $106K,bloomberg
4833,Junior Data Engineer,"$98,464/yr",Range: $89K - $107K,bloomberg
4834,Senior Quality Assurance Automation Test Engineer,"$123,220/yr",Range: $119K - $128K,bloomberg
4835,Solutions Architect,"$150,468/yr",Range: $142K - $159K,bloomberg
4836,Quantitative Library Architect,"$368,438/yr",Range: $356K - $380K,bloomberg
4837,Test Development Engineer,"$114,655/yr",Range: $109K - $121K,bloomberg
4839,Senior User Experience Designer,"$115,759/yr",Range: $105K - $128K,bloomberg
4840,Software Development Team Lead,"$184,967/yr",Range: $156K - $215K,bloomberg
4841,Database Developer,"$104,777/yr",Range: $96K - $113K,bloomberg
4842,Software Engineer - Contractor,"$286,806/yr",Range: $270K - $303K,bloomberg
4843,Marketing Coordinator,"$104,135/yr",Range: $70K - $142K,bloomberg
4844,Account Executive,"$84,371/yr",Range: $51K - $121K,bloomberg
4845,Senior Web Developer,"$136,248/yr",Range: $96K - $179K,bloomberg
4846,Field Service Engineer,"$74,076/yr",Range: $70K - $78K,bloomberg
4847,Writer/Editor,"$103,558/yr",Range: $83K - $125K,bloomberg
4848,Machine Learning Engineer,"$245,900/yr",Range: $169K - $330K,bloomberg
4849,Supply Chain,"$71,863/yr",Range: $69K - $74K,bloomberg
4850,Financial Products Analyst,"$73,528/yr",Range: $64K - $84K,bloomberg
4851,Electronic Trading Systems Support,"$92,185/yr",Range: $63K - $123K,bloomberg
4852,Software Engineer,"$123,832/yr",Range: $103K - $147K,bloomberg
4853,Trade Desk Analyst,"$69,413/yr",Range: $67K - $72K,bloomberg
4854,Senior Program Manager,"$217,776/yr",Range: $187K - $251K,bloomberg
4855,Video Producer - Contractor,"$124,018/yr",Range: $79K - $170K,bloomberg
4858,Lead Developer,"$153,413/yr",Range: $142K - $164K,bloomberg
4859,Front End Developer,"$102,769/yr",Range: $92K - $115K,bloomberg
4860,Technical Product,"$118,899/yr",Range: $110K - $128K,bloomberg
4861,News Writer,"$77,310/yr",Range: $73K - $81K,bloomberg
4862,Senior Representative,"$53,793/yr",Range: $50K - $58K,bloomberg
4863,Installation Coordinator,"$53,872/yr",Range: $52K - $56K,bloomberg
4864,Senior Software Developer Peoplesoft,"$164,674/yr",Range: $152K - $177K,bloomberg
4865,Technical Support Engineer,"$107,936/yr",Range: $102K - $115K,bloomberg
4866,Programmer Analyst,"$102,781/yr",Range: $86K - $122K,bloomberg
4867,Scrum Master Manager,"$134,569/yr",Range: $127K - $143K,bloomberg
4868,Sales Team Leader,"$182,549/yr",Range: $164K - $199K,bloomberg
4869,Revenue Analytics Analyst,"$97,348/yr",Range: $93K - $102K,bloomberg
4870,Research Content Specialist,"$99,107/yr",Range: $90K - $108K,bloomberg
4871,Marketing Analyst,"$78,565/yr",Range: $68K - $90K,bloomberg
4875,Contracts Representative,"$57,556/yr",Range: $54K - $62K,bloomberg
4876,ETL Developer,"$113,530/yr",Range: $107K - $122K,bloomberg
4877,Senior Business Objects Developer,"$123,434/yr",Range: $116K - $130K,bloomberg
4878,Senior Marketing Manager,"$119,546/yr",Range: $109K - $129K,bloomberg
4879,Production Director,"$98,893/yr",Range: $84K - $115K,bloomberg
4881,Senior Security Architect,"$175,854/yr",Range: $146K - $206K,bloomberg
4882,Strategy Associate,"$118,026/yr",Range: $92K - $146K,bloomberg
4883,Technical Director,"$94,560/yr",Range: $83K - $107K,bloomberg
4884,Global Market Data Analyst,"$67,581/yr",Range: $59K - $76K,bloomberg
4885,Platform Engineer,"$125,980/yr",Range: $117K - $137K,bloomberg
4887,Human Capital Analyst,"$95,250/yr",Range: $90K - $102K,bloomberg
4888,HR Business Partner,"$100,523/yr",Range: $93K - $108K,bloomberg
4889,Engineering Team Leader,"$193,120/yr",Range: $177K - $210K,bloomberg
4890,Support,"$58,724/yr",Range: $51K - $67K,bloomberg
4891,Senior Web Engineer,"$138,840/yr",Range: $122K - $155K,bloomberg
4892,Economy Reporter,"$118,228/yr",Range: $112K - $124K,bloomberg
4893,Product Development,"$146,656/yr",Range: $117K - $179K,bloomberg
4894,Product Development Manager,"$143,867/yr",Range: $120K - $171K,bloomberg
4895,Revenue Analyst,"$89,220/yr",Range: $79K - $100K,bloomberg
4896,Senior Credit Analyst,"$87,985/yr",Range: $70K - $107K,bloomberg
4897,Financial Research Data Analyst,"$76,250/yr",Range: $67K - $86K,bloomberg
4898,Team Leader Fixed Income Analytics,"$143,562/yr",Range: $128K - $160K,bloomberg
4899,Marketing Director,"$142,361/yr",Range: $118K - $168K,bloomberg
4900,Technical Team Lead,"$187,733/yr",Range: $165K - $210K,bloomberg
4901,Digital Artist,"$74,889/yr",Range: $70K - $80K,bloomberg
4902,New Jersey,"$109,817/yr",Range: $98K - $123K,bloomberg
4903,R&D Engineer,"$124,827/yr",Range: $115K - $137K,bloomberg
4904,Senior Coach,"$77,464/yr",Range: $74K - $81K,bloomberg
4905,Bloomberg Sales,"$115,229/yr",Range: $97K - $135K,bloomberg
4906,Quantitative Research Analyst,"$162,394/yr",Range: $142K - $182K,bloomberg
4907,Desktop Financial Developer,"$117,323/yr",Range: $106K - $129K,bloomberg
4908,Event Planner,"$61,500/yr",Range: $59K - $64K,bloomberg
4909,Contract Coordinator,"$56,580/yr",Range: $52K - $62K,bloomberg
4910,Software Development Engineer In Test,"$118,767/yr",Range: $102K - $136K,bloomberg
4911,Junior Financial Information Services Representative,"$104,904/yr",Range: $96K - $114K,bloomberg
4912,Senior Energy Analyst,"$91,199/yr",Range: $80K - $102K,bloomberg
4913,Marketing Specialist,"$122,057/yr",Range: $115K - $129K,bloomberg
4914,QA Automation Engineer,"$117,867/yr",Range: $111K - $125K,bloomberg
4915,Video Producer,"$93,740/yr",Range: $84K - $106K,bloomberg
4916,Technical Account Manager,"$106,210/yr",Range: $102K - $111K,bloomberg
4917,Business Technology Analyst,"$89,019/yr",Range: $73K - $107K,bloomberg
4919,Security Architect,"$156,976/yr",Range: $131K - $186K,bloomberg
4920,BI Developer,"$118,909/yr",Range: $111K - $125K,bloomberg
4921,Web Product Manager,"$148,058/yr",Range: $115K - $182K,bloomberg
4922,Recruiter,"$105,146/yr",Range: $91K - $120K,bloomberg
4923,Implementation Analyst,"$84,816/yr",Range: $77K - $93K,bloomberg
4924,Intelligence Analyst,"$86,842/yr",Range: $84K - $90K,bloomberg
4926,Global Product Manager,"$119,270/yr",Range: $111K - $127K,bloomberg
4927,Market Research Analyst,"$61,860/yr",Range: $49K - $75K,bloomberg
4928,Developer,"$120,257/yr",Range: $104K - $138K,bloomberg
4930,Project Leader,"$126,675/yr",Range: $122K - $132K,bloomberg
4931,Billing Analyst,"$72,673/yr",Range: $67K - $79K,bloomberg
4932,IP Project Manager,"$75,242/yr",Range: $67K - $83K,bloomberg
4933,Web Developer,"$110,323/yr",Range: $70K - $155K,bloomberg
4934,Site Manager,"$95,677/yr",Range: $81K - $112K,bloomberg
4936,Equity Research,"$75,211/yr",Range: $71K - $81K,bloomberg
4937,Senior Software Engineer/Team Lead,"$182,561/yr",Range: $174K - $190K,bloomberg
4940,Financial Analyst - Contractor,"$49,455/yr",Range: $25K - $75K,bloomberg
4941,Engineering Manager,"$219,964/yr",Range: $198K - $244K,bloomberg
4942,Senior Computer Engineer,"$122,627/yr",Range: $114K - $131K,bloomberg
4943,Software QA Tester,"$85,837/yr",Range: $82K - $90K,bloomberg
4944,Advertising Sales Director,"$191,808/yr",Range: $162K - $225K,bloomberg
4946,Financial Information Services Team Leader,"$139,725/yr",Range: $117K - $161K,bloomberg
4947,Digital Producer,"$100,140/yr",Range: $94K - $108K,bloomberg
4948,Sales Engineer,"$162,052/yr",Range: $149K - $174K,bloomberg
4949,Equity Product Manager,"$311,666/yr",Range: $162K - $477K,bloomberg
4950,Computer Engineer,"$107,257/yr",Range: $102K - $113K,bloomberg
4951,Senior Software Quality Assurance Analyst,"$112,919/yr",Range: $102K - $125K,bloomberg
4952,Software Quality Assurance Engineer,"$98,813/yr",Range: $84K - $114K,bloomberg
4953,Data Architect,"$188,732/yr",Range: $131K - $253K,bloomberg
4954,Senior Java Developer,"$141,257/yr",Range: $134K - $149K,bloomberg
4955,Senior Financial Applications Developer,"$143,832/yr",Range: $130K - $159K,bloomberg
4956,Managing Editor,"$187,301/yr",Range: $131K - $250K,bloomberg
4957,Senior Editor,"$184,326/yr",Range: $143K - $230K,bloomberg
4958,Executive Director,"$178,443/yr",Range: $101K - $265K,bloomberg
4959,Media Analyst,"$71,665/yr",Range: $63K - $82K,bloomberg
4960,Integration Specialist,"$127,462/yr",Range: $118K - $137K,bloomberg
4961,Ratings Analyst,"$67,712/yr",Range: $64K - $70K,bloomberg
4962,Health Policy Analyst,"$91,507/yr",Range: $87K - $95K,bloomberg
4963,Senior PHP Developer,"$144,746/yr",Range: $132K - $157K,bloomberg
4964,Human Resources,"$123,309/yr",Range: $83K - $167K,bloomberg
4965,Compliance Officer,"$111,880/yr",Range: $98K - $127K,bloomberg
4966,Energy Engineer,"$99,593/yr",Range: $91K - $109K,bloomberg
4967,Market Research Director,"$193,570/yr",Range: $186K - $202K,bloomberg
4968,Senior Business Analyst,"$121,351/yr",Range: $116K - $127K,bloomberg
4969,Multimedia Editor,"$78,815/yr",Range: $72K - $87K,bloomberg
4970,Technical Project Manager,"$88,425/yr",Range: $78K - $98K,bloomberg
4971,Senior Software Test Engineer,"$127,197/yr",Range: $123K - $131K,bloomberg
4972,Software Applications Developer,"$104,730/yr",Range: $100K - $109K,bloomberg
4973,Senior Systems Software Developer,"$141,901/yr",Range: $136K - $147K,bloomberg
4974,Sr Manager,"$215,356/yr",Range: $205K - $226K,bloomberg
4975,Product Account Management,"$90,314/yr",Range: $86K - $94K,bloomberg
4976,Global Fixed Income Data Analyst,"$60,525/yr",Range: $58K - $63K,bloomberg
4977,Ad Trafficker,"$85,292/yr",Range: $82K - $88K,bloomberg
4978,Equity Specialist,"$70,077/yr",Range: $68K - $73K,bloomberg
4979,Operations Coordinator,"$69,488/yr",Range: $67K - $72K,bloomberg
4980,Build Team Database Administrator,"$80,526/yr",Range: $77K - $84K,bloomberg
4981,SQL Server Database Administrator,"$125,678/yr",Range: $122K - $130K,bloomberg
4982,Desktop Financial Applications Developer/Sales,"$89,230/yr",Range: $85K - $94K,bloomberg
4983,Representative,"$42,433/yr",Range: $41K - $44K,bloomberg
4986,Advertising Sales - Sales Development Manager,"$108,831/yr",Range: $105K - $113K,bloomberg
4987,Marketing Representative,"$128,052/yr",Range: $124K - $134K,bloomberg
4988,Head Digital Design Engineer,"$139,587/yr",Range: $134K - $146K,bloomberg
4989,Financial Representative,"$62,487/yr",Range: $60K - $65K,bloomberg
4990,Evaluator,"$157,352/yr",Range: $150K - $164K,bloomberg
4991,Derivatives Business Manager,"$216,024/yr",Range: $206K - $224K,bloomberg
4992,Software,"$139,321/yr",Range: $133K - $144K,bloomberg
4994,Software Consultant - Monthly,"$22,317/mo",Range: $22K - $23K,bloomberg
4995,Experienced Interaction Designer,"$123,169/yr",Range: $119K - $128K,bloomberg
4996,Senior Business Development Manager,"$175,914/yr",Range: $167K - $183K,bloomberg
4997,Enterprise Account Manager,"$134,299/yr",Range: $130K - $139K,bloomberg
4998,Financial Manager,"$135,636/yr",Range: $131K - $141K,bloomberg
4999,Installations Representative,"$79,533/yr",Range: $76K - $83K,bloomberg
5000,Analytics Manager,"$138,634/yr",Range: $134K - $144K,bloomberg
5002,Compliance Specialist,"$143,683/yr",Range: $137K - $149K,bloomberg
5004,Contracts Manager,"$101,353/yr",Range: $97K - $106K,bloomberg
5005,Summer Product Sales Specialist,"$75,938/yr",Range: $73K - $79K,bloomberg
5006,Junior Financial Analyst,"$90,622/yr",Range: $87K - $95K,bloomberg
5007,Social Media,"$134,985/yr",Range: $129K - $140K,bloomberg
5008,HR Manager,"$120,790/yr",Range: $117K - $125K,bloomberg
5009,Fixed Income Data Analyst,"$71,529/yr",Range: $69K - $75K,bloomberg
5010,Ad Operations,"$77,652/yr",Range: $74K - $80K,bloomberg
5011,Solutions Specialist,"$75,745/yr",Range: $73K - $79K,bloomberg
5012,Analyst - Monthly,"$4,839/mo",Range: $5K - $5K,bloomberg
5013,Desktop Support Analyst,"$94,497/yr",Range: $90K - $98K,bloomberg
5014,Senior Product Development Manager,"$140,026/yr",Range: $134K - $146K,bloomberg
5015,Application Developer,"$105,069/yr",Range: $102K - $109K,bloomberg
5016,Sales Operations Manager,"$102,139/yr",Range: $98K - $106K,bloomberg
5017,Financial Reporter,"$121,360/yr",Range: $116K - $127K,bloomberg
5018,Language Analyst,"$121,986/yr",Range: $118K - $127K,bloomberg
5019,Service Manager Team Leader,"$53,776/yr",Range: $51K - $55K,bloomberg
5020,Operational Risk Manager,"$94,609/yr",Range: $90K - $99K,bloomberg
5021,Credit Research Analyst,"$94,300/yr",Range: $90K - $99K,bloomberg
5022,Finance Associate,"$82,707/yr",Range: $80K - $85K,bloomberg
5023,Senior Technologist,"$182,576/yr",Range: $176K - $190K,bloomberg
5024,Production Support,"$75,178/yr",Range: $73K - $79K,bloomberg
