,job_title,mean_pay,salary_range,company,category
358,Senior Product Manager,"$165,227/yr",Range: $127K - $198K,adobe,managerial
359,Quality Engineer,"$106,718/yr",Range: $86K - $134K,adobe,engineering
360,Senior Program Manager,"$155,690/yr",Range: $116K - $194K,adobe,managerial
361,Software Quality Engineer,"$108,724/yr",Range: $80K - $145K,adobe,engineering
362,Account Development Manager,"$61,498/yr",Range: $45K - $119K,adobe,managerial
363,Senior Manager,"$164,074/yr",Range: $104K - $222K,adobe,managerial
364,Engineering Manager,"$163,555/yr",Range: $137K - $206K,adobe,engineering
365,Program Manager,"$127,217/yr",Range: $85K - $174K,adobe,managerial
366,Member of Technical Staff,"$99,403/yr",Range: $82K - $125K,adobe,engineering
367,Group Product Manager,"$196,660/yr",Range: $172K - $238K,adobe,managerial
368,Account Manager,"$78,035/yr",Range: $51K - $115K,adobe,managerial
369,Senior Consultant,"$127,891/yr",Range: $99K - $150K,adobe,others
370,Senior Engineering Manager,"$200,678/yr",Range: $165K - $246K,adobe,engineering
371,Director,"$208,859/yr",Range: $146K - $267K,adobe,others
372,Project Manager,"$99,715/yr",Range: $61K - $147K,adobe,managerial
373,Scientist,"$120,944/yr",Range: $103K - $150K,adobe,engineering
374,Senior Product Marketing Manager,"$166,369/yr",Range: $140K - $200K,adobe,marketing
375,Product Marketing Manager,"$136,912/yr",Range: $107K - $153K,adobe,marketing
376,Senior Account Executive,"$127,963/yr",Range: $73K - $173K,adobe,others
377,Research Scientist,"$155,304/yr",Range: $129K - $184K,adobe,engineering
378,User Experience Designer,"$111,428/yr",Range: $65K - $162K,adobe,others
379,Financial Analyst,"$65,936/yr",Range: $53K - $87K,adobe,others
380,Software Developer,"$104,981/yr",Range: $78K - $141K,adobe,engineering
381,Senior Solutions Consultant,"$143,918/yr",Range: $106K - $183K,adobe,others
382,Senior Experience Designer,"$143,508/yr",Range: $133K - $148K,adobe,others
383,Business Development Manager,"$138,201/yr",Range: $102K - $154K,adobe,managerial
384,Senior Marketing Manager,"$172,517/yr",Range: $128K - $194K,adobe,marketing
385,Experience Designer,"$115,885/yr",Range: $97K - $133K,adobe,others
386,Associate Consultant,"$72,549/yr",Range: $62K - $101K,adobe,others
387,Quality Engineering Developer,"$97,931/yr",Range: $89K - $155K,adobe,engineering
388,Senior Scientist,"$158,940/yr",Range: $140K - $187K,adobe,engineering
389,Enterprise Account Executive,"$110,316/yr",Range: $82K - $155K,adobe,others
390,Business Systems Analyst,"$112,152/yr",Range: $80K - $159K,adobe,others
391,Business Analyst,"$97,550/yr",Range: $55K - $135K,adobe,others
392,Solutions Consultant,"$125,096/yr",Range: $76K - $162K,adobe,others
393,Marketing Specialist,"$78,130/yr",Range: $64K - $90K,adobe,marketing
394,Technical Support Engineer,"$72,694/yr",Range: $48K - $118K,adobe,engineering
395,Senior User Experience Designer,"$141,161/yr",Range: $114K - $199K,adobe,others
396,Senior Account Manager,"$106,361/yr",Range: $73K - $179K,adobe,managerial
397,Senior Financial Analyst,"$118,979/yr",Range: $99K - $130K,adobe,others
398,Marketing Manager,"$147,535/yr",Range: $96K - $162K,adobe,marketing
399,Senior Quality Engineer,"$107,840/yr",Range: $100K - $129K,adobe,engineering
400,Principal Scientist,"$246,885/yr",Range: $229K - $277K,adobe,engineering
401,Account Executive,"$85,292/yr",Range: $50K - $159K,adobe,others
402,Senior Site Reliability Engineer,"$148,023/yr",Range: $131K - $177K,adobe,engineering
403,Technical Architect,"$161,192/yr",Range: $136K - $178K,adobe,others
404,Customer Success Manager,"$121,326/yr",Range: $68K - $162K,adobe,managerial
405,Data Scientist,"$133,284/yr",Range: $87K - $238K,adobe,engineering
406,Computer Scientist II,"$129,853/yr",Range: $109K - $152K,adobe,engineering
407,Consultant,"$103,074/yr",Range: $69K - $143K,adobe,others
408,Software Engineering Manager,"$165,693/yr",Range: $152K - $211K,adobe,engineering
409,Senior Technical Consultant,"$118,686/yr",Range: $100K - $155K,adobe,others
410,Lead Quality Engineer,"$108,311/yr",Range: $91K - $135K,adobe,engineering
411,Senior Project Manager,"$121,920/yr",Range: $98K - $153K,adobe,managerial
412,Software Developer II,"$113,125/yr",Range: $76K - $136K,adobe,engineering
413,Associate Account Manager,"$56,156/yr",Range: $44K - $86K,adobe,managerial
414,Executive Assistant,"$91,252/yr",Range: $72K - $110K,adobe,others
415,Devops Engineer,"$131,809/yr",Range: $108K - $169K,adobe,engineering
416,Site Reliability Engineer,"$109,249/yr",Range: $83K - $158K,adobe,engineering
417,Member of Technical Staff II,"$104,589/yr",Range: $90K - $131K,adobe,engineering
418,Manager,"$161,735/yr",Range: $114K - $219K,adobe,managerial
419,Senior Enterprise Account Executive,"$123,985/yr",Range: $79K - $146K,adobe,others
420,Senior Systems Engineer,"$136,501/yr",Range: $102K - $181K,adobe,engineering
421,Solutions Architect,"$138,829/yr",Range: $87K - $189K,adobe,others
422,Business Solutions Analyst,"$129,213/yr",Range: $108K - $156K,adobe,others
423,Software QA Engineer,"$105,562/yr",Range: $74K - $145K,adobe,engineering
424,Legal Counsel,"$179,886/yr",Range: $116K - $207K,adobe,others
425,Technical Consultant,"$94,423/yr",Range: $74K - $130K,adobe,others
426,Product Management Director,"$216,677/yr",Range: $211K - $261K,adobe,others
427,IT Project Manager,"$124,373/yr",Range: $72K - $156K,adobe,it
428,Systems Engineer,"$118,593/yr",Range: $82K - $135K,adobe,engineering
429,Security Researcher,"$133,559/yr",Range: $96K - $163K,adobe,others
430,IT Manager,"$144,163/yr",Range: $122K - $195K,adobe,it
431,Network Engineer,"$97,653/yr",Range: $78K - $144K,adobe,engineering
432,Senior Solutions Architect,"$159,083/yr",Range: $120K - $193K,adobe,others
433,Senior Business Systems Analyst,"$145,660/yr",Range: $125K - $173K,adobe,others
434,Engagement Manager,"$165,067/yr",Range: $100K - $187K,adobe,managerial
435,Sales,"$142,734/yr",Range: $97K - $171K,adobe,sales
436,Principal Product Manager,"$202,568/yr",Range: $171K - $248K,adobe,managerial
437,Senior Director,"$220,091/yr",Range: $138K - $316K,adobe,others
438,Staff Consultant,"$94,188/yr",Range: $77K - $115K,adobe,others
439,Senior Technical Support Engineer,"$112,207/yr",Range: $91K - $123K,adobe,engineering
440,Technical Account Manager,"$113,300/yr",Range: $73K - $141K,adobe,managerial
441,Inside Sales Representative,"$68,328/yr",Range: $54K - $129K,adobe,sales
442,Quality Engineering Manager,"$141,592/yr",Range: $112K - $159K,adobe,engineering
443,Sales Operations Manager,"$80,886/yr",Range: $65K - $159K,adobe,sales
444,Web Developer,"$107,672/yr",Range: $61K - $113K,adobe,engineering
445,Group Product Marketing Manager,"$187,647/yr",Range: $179K - $191K,adobe,marketing
446,Data Analyst,"$98,372/yr",Range: $49K - $140K,adobe,others
447,Finance Manager,"$150,976/yr",Range: $143K - $163K,adobe,managerial
448,Sales Engineer,"$138,709/yr",Range: $95K - $154K,adobe,sales
449,Inside Sales,"$64,100/yr",Range: $42K - $69K,adobe,sales
450,Senior Technical Writer,"$121,064/yr",Range: $103K - $138K,adobe,others
451,Quality Manager,"$140,919/yr",Range: $128K - $151K,adobe,managerial
452,Senior Software Quality Engineer,"$119,588/yr",Range: $94K - $166K,adobe,engineering
453,Software Engineer II,"$115,460/yr",Range: $92K - $123K,adobe,engineering
454,Principal Consultant,"$145,854/yr",Range: $115K - $154K,adobe,others
455,Business Consultant,"$113,870/yr",Range: $88K - $165K,adobe,others
456,"Staff Consultant, Adobe Consulting, for Omniture Technology","$87,213/yr",Range: $72K - $113K,adobe,others
457,Inside Sales Executive,"$63,239/yr",Range: $55K - $76K,adobe,sales
458,Consultant III,"$87,120/yr",Range: $77K - $99K,adobe,others
459,Operations Engineer,"$120,852/yr",Range: $59K - $132K,adobe,engineering
460,Business Process and Systems Analyst,"$94,893/yr",Range: $85K - $105K,adobe,others
461,Marketing Director,"$234,911/yr",Range: $180K - $250K,adobe,marketing
462,Sales Manager,"$142,665/yr",Range: $83K - $192K,adobe,sales
463,Director of Product Management,"$245,489/yr",Range: $181K - $266K,adobe,others
464,Senior Systems Administrator,"$114,293/yr",Range: $112K - $144K,adobe,others
465,Database Administrator,"$130,534/yr",Range: $111K - $137K,adobe,others
466,Senior Business Consultant,"$115,000/yr",Range: $109K - $141K,adobe,others
467,Analyst,"$81,964/yr",Range: $71K - $125K,adobe,others
468,Group Manager,"$194,864/yr",Range: $124K - $217K,adobe,managerial
469,Software Development Engineer,"$110,045/yr",Range: $105K - $162K,adobe,engineering
470,CRM Business Systems Analyst,"$122,536/yr",Range: $114K - $136K,adobe,others
471,Senior Sales Operations Manager,"$115,283/yr",Range: $85K - $174K,adobe,sales
472,Software Architect,"$187,018/yr",Range: $147K - $202K,adobe,engineering
473,Systems Administrator,"$99,106/yr",Range: $80K - $112K,adobe,others
474,Lead Software Engineer,"$119,571/yr",Range: $97K - $166K,adobe,engineering
475,SAP Security Administrator,"$111,657/yr",Range: $89K - $129K,adobe,others
476,Software Engineer I,"$96,549/yr",Range: $88K - $103K,adobe,engineering
477,Senior PR Manager,"$152,302/yr",Range: $107K - $152K,adobe,managerial
478,Media Specialist,"$93,787/yr",Range: $81K - $109K,adobe,others
479,Senior Engineer,"$135,365/yr",Range: $112K - $143K,adobe,engineering
480,Director Engineering,"$241,544/yr",Range: $173K - $283K,adobe,engineering
481,Senior Finance Manager,"$159,537/yr",Range: $152K - $168K,adobe,managerial
482,Sales Development Representative,"$43,469/yr",Range: $40K - $54K,adobe,sales
483,Group Program Manager,"$162,793/yr",Range: $154K - $184K,adobe,managerial
484,Solution Consultant,"$105,346/yr",Range: $81K - $146K,adobe,others
485,Senior Research Scientist,"$176,748/yr",Range: $176K - $181K,adobe,engineering
486,Member Technical Staff,"$100,514/yr",Range: $97K - $103K,adobe,others
487,Consulting Manager,"$166,226/yr",Range: $158K - $168K,adobe,managerial
488,Senior Computer Scientist II,"$213,365/yr",Range: $152K - $221K,adobe,engineering
489,Associate Legal Counsel,"$139,630/yr",Range: $106K - $148K,adobe,others
490,Sales Executive,"$129,102/yr",Range: $76K - $147K,adobe,sales
491,Systems Analyst,"$95,007/yr",Range: $77K - $174K,adobe,others
492,Content Strategist,"$82,817/yr",Range: $63K - $131K,adobe,others
493,Senior Marketing Program Manager,"$190,544/yr",Range: $160K - $235K,adobe,marketing
494,Sales Associate,"$51,925/yr",Range: $40K - $59K,adobe,sales
495,Senior Software Engineering Manager,"$199,389/yr",Range: $173K - $221K,adobe,engineering
496,Field Applications Engineer,"$132,647/yr",Range: $89K - $134K,adobe,engineering
497,QA Engineer,"$98,917/yr",Range: $92K - $112K,adobe,engineering
498,Technical Program Manager,"$144,857/yr",Range: $132K - $192K,adobe,managerial
499,Campaign Manager,"$84,719/yr",Range: $63K - $104K,adobe,managerial
500,Senior Technical Program Manager,"$178,519/yr",Range: $156K - $185K,adobe,managerial
501,Senior Administrative Assistant,"$76,338/yr",Range: $71K - $95K,adobe,others
502,Engineer,"$127,247/yr",Range: $103K - $140K,adobe,engineering
503,Applications Engineer,"$101,579/yr",Range: $98K - $105K,adobe,engineering
504,Marketing Analyst,"$89,694/yr",Range: $70K - $103K,adobe,marketing
505,Instructional Designer,"$103,613/yr",Range: $65K - $112K,adobe,others
506,Business Operations Manager,"$124,122/yr",Range: $115K - $137K,adobe,managerial
507,Research Manager,"$144,825/yr",Range: $114K - $166K,adobe,managerial
508,Senior Consultant Team Lead,"$136,439/yr",Range: $113K - $151K,adobe,others
509,Quality Assurance Engineer,"$86,677/yr",Range: $83K - $100K,adobe,engineering
510,Washington,"$108,091/yr",Range: $41K - $149K,adobe,others
511,Technical Writer,"$139,931/yr",Range: $88K - $143K,adobe,others
512,Account Director,"$122,047/yr",Range: $112K - $123K,adobe,others
513,Senior User Experience Researcher,"$146,062/yr",Range: $142K - $155K,adobe,others
514,Software Engineering,"$139,981/yr",Range: $117K - $143K,adobe,engineering
515,Developer,"$121,075/yr",Range: $99K - $175K,adobe,engineering
516,Business Research Analyst,"$126,950/yr",Range: $62K - $143K,adobe,others
517,Software Test Engineer,"$84,819/yr",Range: $68K - $103K,adobe,engineering
518,Senior Business Intelligence Engineer,"$151,168/yr",Range: $133K - $153K,adobe,engineering
519,Web Applications Engineer,"$100,049/yr",Range: $89K - $109K,adobe,engineering
520,Implementation Consultant,"$103,169/yr",Range: $96K - $104K,adobe,others
521,Mid-Market Account Manager,"$119,615/yr",Range: $65K - $132K,adobe,managerial
522,Senior Analytics Manager,"$170,026/yr",Range: $145K - $171K,adobe,managerial
523,Sr. Software Engineer,"$127,718/yr",Range: $126K - $134K,adobe,engineering
524,Business Development,"$85,129/yr",Range: $54K - $130K,adobe,others
525,Senior Business Analyst,"$116,436/yr",Range: $84K - $170K,adobe,others
526,Automation Engineer,"$84,242/yr",Range: $78K - $84K,adobe,engineering
527,Customer Experience Manager,"$108,327/yr",Range: $99K - $146K,adobe,managerial
528,Product Quality Specialist,"$109,474/yr",Range: $108K - $112K,adobe,others
529,Software Quality Assurance Engineer,"$104,233/yr",Range: $100K - $125K,adobe,engineering
530,Back End Engineer,"$95,506/yr",Range: $93K - $140K,adobe,engineering
531,Lead Computer Scientist,"$148,195/yr",Range: $145K - $151K,adobe,engineering
532,Marketing Coordinator,"$76,042/yr",Range: $63K - $83K,adobe,marketing
533,Director of Engineering,"$227,679/yr",Range: $209K - $250K,adobe,engineering
534,"Mergers & Acquisitions, Manager","$152,662/yr",Range: $153K - $159K,adobe,managerial
535,Technical Services Consulting Engineer,"$118,118/yr",Range: $110K - $121K,adobe,engineering
536,Security Analyst,"$99,279/yr",Range: $93K - $120K,adobe,others
537,Analytics Manager,"$136,476/yr",Range: $113K - $152K,adobe,managerial
538,Field Marketing Manager,"$117,575/yr",Range: $76K - $148K,adobe,marketing
539,Senior Computer Engineer,"$167,128/yr",Range: $148K - $194K,adobe,engineering
540,Analyst Manager,"$170,344/yr",Range: $169K - $190K,adobe,managerial
541,Computer Scientist/Software Engineer,"$155,328/yr",Range: $136K - $167K,adobe,engineering
542,Customer Success Engineer,"$119,308/yr",Range: $108K - $120K,adobe,engineering
543,Senior User Experience Lead,"$126,904/yr",Range: $110K - $137K,adobe,others
544,Security Engineer,"$124,931/yr",Range: $120K - $152K,adobe,engineering
545,"Senior Director, Product Management","$273,840/yr",Range: $269K - $279K,adobe,others
546,Social Media,"$80,843/yr",Range: $79K - $96K,adobe,others
547,Credit Analyst,"$49,172/yr",Range: $42K - $92K,adobe,others
548,Inside Sales Specialist,"$71,381/yr",Range: $58K - $71K,adobe,sales
549,Business Development Representative,"$53,026/yr",Range: $41K - $61K,adobe,others
550,Order Management,"$51,859/yr",Range: $51K - $55K,adobe,others
551,Security Manager,"$142,762/yr",Range: $133K - $144K,adobe,managerial
552,Marketing Communications Manager,"$137,002/yr",Range: $131K - $150K,adobe,marketing
553,Technical Account,"$90,710/yr",Range: $79K - $102K,adobe,others
554,Embedded Software Engineer,"$127,120/yr",Range: $127K - $136K,adobe,engineering
555,Director Product Marketing,"$214,534/yr",Range: $189K - $250K,adobe,marketing
556,Product Designer,"$106,619/yr",Range: $106K - $109K,adobe,others
557,Data Engineer,"$127,957/yr",Range: $102K - $133K,adobe,engineering
558,Senior Enterprise Account Manager,"$146,988/yr",Range: $145K - $180K,adobe,managerial
559,Technical Marketing Engineer,"$116,383/yr",Range: $111K - $125K,adobe,marketing
560,Senior Network Engineer,"$112,481/yr",Range: $101K - $133K,adobe,engineering
561,Senior DevOps Engineer,"$144,188/yr",Range: $140K - $180K,adobe,engineering
562,Senior Software Test Engineer,"$132,767/yr",Range: $131K - $214K,adobe,engineering
563,Customer Service Manager,"$95,306/yr",Range: $56K - $173K,adobe,managerial
564,Group Marketing Manager,"$190,467/yr",Range: $175K - $192K,adobe,marketing
565,Senior QE Manager,"$166,785/yr",Range: $135K - $186K,adobe,managerial
566,Senior Cloud Engineer,"$193,373/yr",Range: $187K - $235K,adobe,engineering
567,"Senior Manager, Operations","$187,442/yr",Range: $157K - $212K,adobe,others
568,Senior Marketing Analyst,"$130,327/yr",Range: $76K - $131K,adobe,marketing
569,Computer Scientist III,"$120,998/yr",Range: $119K - $128K,adobe,engineering
570,Quality Assurance Lead Engineer,"$94,524/yr",Range: $89K - $100K,adobe,engineering
571,Senior Digital Marketing,"$102,461/yr",Range: $89K - $116K,adobe,marketing
572,Art Director,"$111,272/yr",Range: $92K - $130K,adobe,others
573,Software Sales,"$128,959/yr",Range: $120K - $137K,adobe,sales
574,Market Research Analyst,"$116,112/yr",Range: $86K - $147K,adobe,marketing
575,Senior Strategic Account Executive,"$98,318/yr",Range: $65K - $134K,adobe,others
576,Associate General Counsel,"$262,126/yr",Range: $232K - $295K,adobe,others
577,QE Lead,"$117,976/yr",Range: $105K - $131K,adobe,others
578,Project Specialist,"$57,939/yr",Range: $49K - $68K,adobe,others
579,Senior Hana Modeler,"$147,559/yr",Range: $134K - $162K,adobe,others
580,Senior Business Architect,"$153,787/yr",Range: $135K - $174K,adobe,others
581,Senior Legal Counsel,"$198,601/yr",Range: $189K - $208K,adobe,others
582,Senior Manager Digital Marketing Demand Generation,"$157,546/yr",Range: $137K - $179K,adobe,marketing
583,Virtual Machine and Compiler Engineer,"$117,447/yr",Range: $112K - $124K,adobe,engineering
