,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,company
2604,Fri Jun 21 2019 20:18:46 GMT-0700 (Pacific Daylight Time), Software Engineer II,"San Jose, CA",Current Employee ,Great Culture,I have been working at Cisco Systems full-time for less than a year,1.0,"1. Helpful people and opportunity for collaboration.
2. Matches all the perks and benefits given by companies around.",1. One could get in their comfort zone here.,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2605,Tue Jul 09 2019 10:36:42 GMT-0700 (Pacific Daylight Time), Analyst,"San Jose, CA",Current Employee ,Analyst,I have been working at Cisco Systems full-time for more than a year,,"Good Salary, Perks, Solid Management",Nothing i can think of,,3.0,,,,,,cisco
2606,Mon Jul 08 2019 06:45:36 GMT-0700 (Pacific Daylight Time), Product Manager,"San Jose, CA",Current Employee ,Still one of the best places to work,I have been working at Cisco Systems full-time for more than 3 years,," Cisco is able to attract and retain some of the best talent in the Bay Area
- Highly Technical focus, even in Marketing. You have to know your stuff
- Cisco is focused on research and development for next generation products",Large size inhibits speedy resolution of open issues,,4.0,4.0,4.0,4.0,4.0,4.0,cisco
2607,Fri Jun 21 2019 10:32:14 GMT-0700 (Pacific Daylight Time), Virtual Partner Account Manager,"Lehi, UT",Current Employee ,Great Company with Great Values,I have been working at Cisco Systems full-time for more than a year,,"Benefits, Pay, Work-Life Balance, New Office Space, Great Career Growth and Potential.",I have a great manager but if you have one that is overbearing it could be bad.,Keep doing what you are doing!,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2608,Thu Jun 20 2019 07:56:10 GMT-0700 (Pacific Daylight Time), Consulting Systems Engineer,"Research Triangle Park, NC",Current Employee ,The Best Place to be You!!,I have been working at Cisco Systems full-time for less than a year,,The pros would be that you have flexibility to learn what you what. You are given the freedom to explore your talents and the managers and team encourage you to excel. You can be yourself and people respect you for that. It really is an amazing paced to work. I always feel like my team has got my back and that I can contribute to the success of the team and company.,"Since the company is so large, the roles are segmented, so its hard to learn a bit of every role like you would in a start-up.",Keep up the great work!!!,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2609,Thu Jun 20 2019 17:52:09 GMT-0700 (Pacific Daylight Time),,"Research Triangle Park, NC",Current Employee ,ASIC Engineer,I have been working at Cisco Systems full-time for more than 5 years,,"Great benefits.
Flexible hours.
Good team culture.",RTP is a small remote site.,,5.0,5.0,5.0,4.0,4.0,4.0,cisco
2610,Wed Jun 19 2019 17:39:40 GMT-0700 (Pacific Daylight Time), Senior Solutions Architect,"San Jose, CA",Current Employee ,Great Company to Work!,I have been working at Cisco Systems full-time for more than 10 years,,Work-Life Balance! Benefits! Internal Growth opportunities.,Political Env. Top heavy management structure. Decision making is slow.,Promote people without them asking for it or threatening to leave. Share company success with your employees. Having someone working for you grow in their career is a testament to how good you are as a manager and the talent you brought in. I think our management to take that in stride! Encourage employees to be open and bring back performance reviews. The Sync-ups feel fake and forced and team space while a great tool to track tasks isnt motivating or rewarding.,5.0,5.0,4.0,4.0,4.0,3.0,cisco
2611,Tue Jun 25 2019 06:56:53 GMT-0700 (Pacific Daylight Time), IT Engineer,"San Jose, CA",Current Employee ,All Smoke nd Mirrors,I have been working at Cisco Systems full-time for more than 10 years,7.0,Good Cafeteria plenty of parking,"Loyalty to employees not there all smoke and mirrors.
They layoff yearly and quarterly regardless of performance.
Unless your indian there is no inclusion or diversity
Low compensation vs the industry and competitors",You need to do what you preach,2.0,2.0,2.0,2.0,1.0,3.0,cisco
2612,Tue Jul 02 2019 14:29:07 GMT-0700 (Pacific Daylight Time), IT Program Manager,"San Jose, CA",Current Employee ,Great Company to work for,I have been working at Cisco Systems full-time for more than 5 years,,Lot of learning day-in and day-out,Nothing to quote at this time,,4.0,5.0,4.0,4.0,4.0,3.0,cisco
2613,Thu Jun 13 2019 13:30:10 GMT-0700 (Pacific Daylight Time), Financial Analyst,"San Jose, CA",Current Employee ,"Great company, people, and job.",I have been working at Cisco Systems full-time for more than a year,1.0,Great people and learning environment. Great perks and amenities. Very smart and helpful managers.,Huge company so hard to feel like you're making a difference.,,5.0,5.0,5.0,5.0,4.0,5.0,cisco
2614,Fri Jun 14 2019 14:13:33 GMT-0700 (Pacific Daylight Time), High Touch Operations Manager,"San Jose, CA",Current Employee ,Cisco is a great place to work!,I have been working at Cisco Systems full-time for more than 3 years,,The people. The technology. The potential for career advance.,"A huge company, you can get lost in the shuffle.",Keep empowering the internet generation.,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2615,Fri Jun 28 2019 15:13:53 GMT-0700 (Pacific Daylight Time), Customer Service Representative,"Appleton, WI",Former Employee ,Decent working environment,I worked at Cisco Systems full-time for more than 10 years,,Management was very co-operative and flexible on schedules. The environment was very supporting.,Pay could’ve been better.,,4.0,4.0,5.0,4.0,4.0,5.0,cisco
2616,Wed Jun 12 2019 10:32:20 GMT-0700 (Pacific Daylight Time), Software Engineer,"San Jose, CA",Current Employee ,great community and benefits,I have been working at Cisco Systems full-time for less than a year,,"Cisco encourages employees to take regular PTO. 
-Cisco provides classes(internal or external such as university classes) for its employees. 
-Great benefits and also offers employee stock purchases at a regular discount. 
-The community is friendly and supportive of each other - it helps in self improvement. 
","Not much I could think of. One thing that would've been great would be free meals. However, Cisco does provide subsidized meals.",,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2617,Wed Jun 26 2019 14:29:58 GMT-0700 (Pacific Daylight Time), Finance Manager,"San Jose, CA",Former Employee ,Plenty of learning opportunities,I worked at Cisco Systems full-time for more than 8 years,,"Great flexible schedule, tons of cool technology, educational reimbursement, and opportunity to move around","silo work environments in some teams, leading to duplicated efforts",,4.0,4.0,3.0,4.0,4.0,4.0,cisco
2618,Mon Jun 10 2019 07:48:53 GMT-0700 (Pacific Daylight Time), Manager,"San Jose, CA",Current Employee ,Cisco is all about transformation and goodness,I have been working at Cisco Systems full-time for more than 10 years,,"Leadership walks the talk, is the real deal",Large company going through transformation requires patience,Keep doing what you are doing,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2619,Mon Jun 24 2019 11:43:30 GMT-0700 (Pacific Daylight Time), Software Development Engineer,"Columbia, MD",Current Employee ,Great place to start from,I have been working at Cisco Systems full-time for more than a year,,"get to work in core software development, good concept learning, decent pay",product is old and needs improvements,management need to form concrete vision,4.0,5.0,5.0,4.0,5.0,4.0,cisco
2620,Tue Jun 18 2019 12:21:47 GMT-0700 (Pacific Daylight Time), Director,"Atlanta, GA",Current Employee ,Large Company,I have been working at Cisco Systems full-time for more than 8 years,1.0,Good Tools for management processes,Strategy changes frequently and many layoffs,,3.0,4.0,3.0,3.0,4.0,3.0,cisco
2621,Wed Jun 05 2019 05:50:11 GMT-0700 (Pacific Daylight Time), Virtual Sales Specialist,"Research Triangle Park, NC",Current Employee ,Work-life balance/ Love where you work,I have been working at Cisco Systems full-time for less than a year,,"Can work from home if no customer meetings
-Excellent training
-Excellent opportunities
-Good work-life balance
-Great and fun things to do at the office
-Good opportunities to socialise and network",Can't think of any honestly!,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2622,Tue Jun 04 2019 08:17:57 GMT-0700 (Pacific Daylight Time), Software Development Manager,"Fulton, MD",Current Employee ,"Innovation and integrity, and always exciting challenges",I have been working at Cisco Systems full-time for more than 3 years,,"Employee benefits, open and honest presentation of our goals, many areas of leading technology.","Innovation can lead to frequent reorganizations. Conflicting priorities between different business units. (All normal in large companies, but, they are cons)",More attention to aligning disparate business units.,5.0,4.0,5.0,5.0,5.0,5.0,cisco
2623,Tue Jun 04 2019 08:23:15 GMT-0700 (Pacific Daylight Time), Partner Delivery Executive,"Austin, TX",Current Employee ,Cisco is a plus employer,I have been working at Cisco Systems full-time for more than 10 years,,"Great people that are allowed to learn and grow.
Opportunities to work flexibly and with autonomy.
Good benefits and support in life changes of many kinds.
Open and inclusive global culture.","It may be harder to move from engineering if you start in that area. Sometimes, it feels that San Jose, Ca and RTP, NC are the requisite sites to meet high level leadership and grow in career.",,5.0,5.0,5.0,4.0,4.0,5.0,cisco
2624,Tue Jun 04 2019 08:24:37 GMT-0700 (Pacific Daylight Time), Customer Success Executive,"Denver, CO",Current Employee ,Best place to work,I have been working at Cisco Systems full-time for more than 8 years,,"Amazing team mates and culture. Work from home, excellent pay. Proud of our products and how we connect everything and everyone.","You work really hard. Long days, multiple time zones, and high expectations.",,5.0,4.0,5.0,4.0,5.0,5.0,cisco
2625,Tue Jun 04 2019 09:50:07 GMT-0700 (Pacific Daylight Time), Marketing Specialist,"Morrisville, NC",Current Employee ,Forward thinking with plenty of opportunities,I have been working at Cisco Systems full-time for more than a year,,"Cisco as a whole does an incredible job in empowering its employees. Regardless of job role, title, team, etc. you receive industry leading benefits and are truly treated with respect and appreciation. Outside of tangible benefits, Cisco is a tech leader that cares about making a difference in the world through the power of its technologies and connections. It’s so great to see a CEO and upper management put so much time, energy, and attention on global issues and ways that we as employees can make a difference by being at Cisco.

I have been empowered to come in and do my very best at work each and every day. Opportunities for career exploration, volunteering, trainings, etc. are plentiful and you truly are encouraged to take advantage of those opportunities. #LoveWhereYouWork","Cisco is a HUGE company, so at times your work does feel like a small drop in the bucket. But the learning opportunity is huge!",Keep doing what your doing. Continue to encourage career exploration and highlight the good we are doing in the world!,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2626,Tue Jun 18 2019 05:04:29 GMT-0700 (Pacific Daylight Time), Technical Manager,"Raleigh, NC",Former Employee ,Technical manager,I worked at Cisco Systems full-time for more than 5 years,,"Tech savy company and strong HR policies. It was great experience working with pune, bangalore and USA team.",Pune office need to be manager better way like banglore and USA. Rest all are fine.,Keep it up momentum,4.0,4.0,4.0,4.0,4.0,4.0,cisco
2627,Thu Jun 13 2019 12:09:46 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"San Jose, CA",Current Employee ,Great work-life balance,I have been working at Cisco Systems full-time for more than 3 years,1.0,Great work and life balance for the most part.,The lack of performance evaluation is extremely detrimental when it comes to promotion and salary hikes.,,3.0,5.0,3.0,4.0,3.0,3.0,cisco
2628,Thu Jun 13 2019 17:05:20 GMT-0700 (Pacific Daylight Time), Software Development Manager,"San Jose, CA",Current Employee ,good work life balance,I have been working at Cisco Systems full-time for more than 10 years,2.0,"Big company, stable, decent work life balance, flexible hours, decent benefit","less innovation, opportunities for growth",Diversify work force,2.0,3.0,1.0,2.0,2.0,1.0,cisco
2629,Thu Jun 13 2019 18:51:41 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"San Jose, CA",Current Employee ,Driving innovation aggressively in the last few years,I have been working at Cisco Systems full-time for more than 3 years,,"Aggressively driving innovation for the past few years especially in IOT
Can see good work culture spreading in IOT leading to high productive teams
Interesting projects
Good benefits 
Lots of women engineers. Great support for women and moms
Can work from home and no set timings as long as the committed work gets done responsibly which is a huge plus.",Work life balance can take a hit sometimes depending on projects especially with geographically distributed projects. Should know how to do time management efficiently.,,4.0,3.0,4.0,5.0,4.0,4.0,cisco
2630,Wed Jun 05 2019 00:05:25 GMT-0700 (Pacific Daylight Time), IT Project Manager,"San Jose, CA",Current Employee ,Relationship Building Comes Before Productivity,I have been working at Cisco Systems full-time for more than 5 years,4.0,Flexible work hours as long as your work is done.,Too much brown nosing and favoritism at play.," Rotate jobs among the managing personnel often to avoid empire building
- Start serving, developing and help growing the people you lead",3.0,3.0,1.0,3.0,3.0,2.0,cisco
2631,Tue May 28 2019 16:32:27 GMT-0700 (Pacific Daylight Time), Software Development Engineer III,"San Jose, CA",Current Employee ,As intense as you want it to be,I have been working at Cisco Systems full-time for more than 3 years,,"Flexible schedule, movement opportunities, learning opportunities, benefits, culture","Politics, large scale coordination, underpaid for top tier companies",Try to coordinate teams and BUs closely as internal politics greatly effect product decisions,5.0,5.0,4.0,5.0,4.0,3.0,cisco
2632,Tue May 28 2019 19:02:53 GMT-0700 (Pacific Daylight Time), BDR,"Boston, MA",Current Employee ,Great first sales job,I have been working at Cisco Systems full-time for less than a year,,"Remote Work, competitive salary",Working west coast hours living on east coast,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2633,Thu Jun 06 2019 18:17:31 GMT-0700 (Pacific Daylight Time), Marketing Specialist,"San Jose, CA",Former Employee ,"Manager create ego, not fair and equal opportunity working culture",I worked at Cisco Systems full-time for more than a year,4.0,"nice working environment work, and life balance","politics, politics...

one member holds information does not share it with a teammate, no meeting invitation, no email exchange, no conversation, cannot meet that person in the office as that person always works from home, However, he can be protected by manager even manager knew the entire story. The response from the manager is I need to keep him happy, that is my job.","Please do not create ego culture, you make the employee feel disrespected to work in the team, you made employee felt isolated and miserable.",2.0,4.0,1.0,2.0,3.0,1.0,cisco
2634,Sun May 26 2019 11:54:50 GMT-0700 (Pacific Daylight Time), Business Analyst Intern,"San Jose, CA",Former Employee ,Cisco takes great care of their people,I worked at Cisco Systems full-time for less than a year,,"Lots of development activities
Great work life balance","As with other big tech companies, a lot of the novel work they put out is through the start ups they buy.
Reorganizations not uncommon",,5.0,5.0,5.0,4.0,5.0,5.0,cisco
2635,Wed Jun 05 2019 19:36:58 GMT-0700 (Pacific Daylight Time), Senior Software Manager,"San Jose, CA",Former Employee ,Innovations at Cisco,I worked at Cisco Systems full-time for more than 10 years,1.0,"Cisco provides the opportunities to innovate while developing a product that contributes revenue to the BU, a smart way to innovate with ROI in mind.",Not many opportunities to work on some innovative ideas outside the products working on,"As part of the transition, Cisco should consider the option for an employee to freely innovate - like spending 5-10% of their time at work to work on the project outside their roadmap.",4.0,4.0,4.0,4.0,4.0,4.0,cisco
2636,Tue Jun 04 2019 18:09:23 GMT-0700 (Pacific Daylight Time), Tech Lead,"San Jose, CA",Current Employee ,"Your survival, promotion & bonus depend on the BU you get in - more like matter of luck",I have been working at Cisco Systems full-time for more than 8 years,2.0,"1. Excellent Benefits & 401K match
2. Flexibility
3. The CEO has been leading a great transition towards Software & subscription revenues and the stock price reflects it.","* The individual performance only matters to a minimal extent as we keep hearing from our managers and directors over and over again that the BU did not get enough budget for promotions or hikes. So even if you are a high performer and are not in one of those GREAT BUs, the hikes are not really hikes. You can get stuck way below the market range for your grade.

* Not sure if the company / HR has disclosed about gender pay gap.",,3.0,5.0,4.0,3.0,3.0,3.0,cisco
2637,Mon Jun 03 2019 16:55:00 GMT-0700 (Pacific Daylight Time), Prefer Not to Say,"Milpitas, CA",Current Employee ,Mediocrity as a way of life but OK salary and low stress,I have been working at Cisco Systems full-time for more than 8 years,4.0,"Pay is pretty good if you are well connected
High attrition means opportunity to creatively procrastinate
Crazy, intense politics that can be used to take out your inner rage
Low quality nepotism hiring benefits you if you happen to be from the right background
Astoundingly bad technical talent that allows anyone to look good with even modest effort
Chuck seems pretty good","Pay is really bad if you've been around too long
Nepotism
Politics
More politics
Crazy backstabbing
Terrible, out of date technology
Lazy resume-oriented design as the primary paradigm outside of routing and switching
Boring
Soul-crushingly, mind-numbingly boring work
Lots of credit stealing",Burn it to the ground,2.0,1.0,2.0,2.0,2.0,2.0,cisco
2638,Wed Jun 05 2019 15:12:26 GMT-0700 (Pacific Daylight Time), Technical Lead,"Research Triangle Park, NC",Current Employee ,Greeat company overall,I have been working at Cisco Systems full-time for more than 8 years,,"Good benefits, flexibility to work",often lots of hours because projects and customer support,,4.0,3.0,5.0,5.0,4.0,5.0,cisco
2639,Tue May 21 2019 14:18:32 GMT-0700 (Pacific Daylight Time), Network Consulting Engineer,"Jersey City, NJ",Current Employee ,Great company to work for,I have been working at Cisco Systems full-time for more than 8 years,,"Interesting Projects, Company hires passionate people with good values.",Management can be focused on specific initiatives and miss the overall picture.,,5.0,4.0,5.0,4.0,4.0,4.0,cisco
2640,Tue Jun 04 2019 08:24:56 GMT-0700 (Pacific Daylight Time), Busineess Analyst,"Research Triangle Park, NC",Current Employee ,Ranked #6 on Great Places to Work for a reason,I have been working at Cisco Systems full-time for less than a year,,"Flexible hours, great benefits and 401k, on campus amenities (gym, volleyball/basketball courts, disc golf, etc.), movement opportunities, learning opportunities, culture","commute/traffic around RTP, many tools for the same functions that can make cross functional work a little more confusing",Occasionally management can be focused too much on specific initiatives and skip over the overall picture.,4.0,4.0,5.0,5.0,5.0,4.0,cisco
2641,Tue May 28 2019 20:24:05 GMT-0700 (Pacific Daylight Time), Software Engineer,"San Jose, CA",Current Employee ,"Great Company, but Hard to be Passionate about Product",I have been working at Cisco Systems full-time for more than a year,2.0,"Cisco is a big boy that makes decent products, with great benefits and culture.",Lower than average pay. Company is so big that there's overlap of products and tools. Hard to be passionate about network products.,"Give more interesting work to new hires, compensate graduates better so they have reasons to stay.",4.0,5.0,5.0,4.0,3.0,4.0,cisco
2642,Wed May 15 2019 12:10:27 GMT-0700 (Pacific Daylight Time), Customer Experience Renewal Manager,"Austin, TX",Current Employee ,Great company and great to be a part of Cisco's transformation to recurring revenue model !,I have been working at Cisco Systems full-time for more than 3 years,1.0,"Great people, company, benefits, etc.","Transformations are challenging - straining current tools, movement to new tools.",,5.0,3.0,5.0,5.0,5.0,5.0,cisco
2643,Sun Jun 02 2019 12:07:43 GMT-0700 (Pacific Daylight Time),,"San Jose, CA",Current Employee ,Decent,I have been working at Cisco Systems full-time for more than 3 years,," Flexible timing
- WFH is easy"," No lunch
- Not good pay",,3.0,3.0,4.0,3.0,1.0,3.0,cisco
2644,Tue May 28 2019 12:55:36 GMT-0700 (Pacific Daylight Time), Senior Product Development Engineer,"San Jose, CA",Current Employee ,Work Life Balance,I have been working at Cisco Systems full-time for more than 5 years,1.0,Great work life balance. Great flexibility.,"Raises, promotions, compensation next to none.",Set up a proper pipeline for management.,4.0,5.0,4.0,3.0,3.0,3.0,cisco
2645,Thu May 30 2019 16:18:54 GMT-0700 (Pacific Daylight Time), Customer Support Engineer TAC,"Atlanta, GA",Former Employee ,Great company environment and culture,I worked at Cisco Systems full-time for more than 5 years,,Bonus structure and work like balance.,Too many layoffs due to restructuring of office sites.,,4.0,5.0,5.0,4.0,5.0,5.0,cisco
2646,Wed May 15 2019 12:05:45 GMT-0700 (Pacific Daylight Time), Software Engineer,"Raleigh, NC",Current Employee ,Best work culture,I have been working at Cisco Systems full-time for more than a year,,"Flexible work culture, Challenging work, 401k match, paid time off, time to give","Management can be rigid sometimes, less visibility into projects",,5.0,5.0,5.0,4.0,5.0,4.0,cisco
2647,Wed May 15 2019 12:33:52 GMT-0700 (Pacific Daylight Time), Technical Leader,"San Jose, CA",Current Employee ,Overall good place to work,I have been working at Cisco Systems full-time for more than 5 years,,Quality work and good work-life balance,Processes can be a bit overwhelming sometimes.,,5.0,,,,,,cisco
2648,Tue May 14 2019 13:35:17 GMT-0700 (Pacific Daylight Time), Business Architect,"San Jose, CA",Current Employee ,Business Architect,I have been working at Cisco Systems full-time for more than 8 years,,"Space for individual growth
Better work-life balance",Not agile as a start-up,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2649,Sat May 25 2019 14:41:59 GMT-0700 (Pacific Daylight Time),,"Remote, OR","Technical Leader in Remote, OR",Meh,I have been working at Cisco Systems for more than a year,,None really. Nice that they allow remote.,Too much politics. Rarely get to write code.,,3.0,3.0,3.0,3.0,3.0,3.0,cisco
2650,Wed May 22 2019 11:05:13 GMT-0700 (Pacific Daylight Time), Global Business Development Manager,"Boston, MA",Former Employee ,"Good Company, Transition struggles",I worked at Cisco Systems full-time for more than 10 years,,"Progressive, on top of the high tech networking market",large company culture due to infusion of very large company people,greater focus on cloud delivery,4.0,4.0,4.0,5.0,4.0,4.0,cisco
2651,Tue May 21 2019 13:57:15 GMT-0700 (Pacific Daylight Time), Software Engineer,"San Jose, CA",Current Employee ,"Interesting work, good work life balance depending on the group and good benefits",I have been working at Cisco Systems full-time for more than 10 years,,"Opporutnities to move between groups depending on skill set, merit based bonus, good healthcare, 401K and espp plans. Gym, healthcare and childcare facilities if you are interested.","Depending on the group, you may be in a fast paced business where you learn a lot of stuff and work on really good technology and get to execute great projects or end up in a place with lot of inertia.",,4.0,3.0,4.0,3.0,4.0,2.0,cisco
2652,Tue May 21 2019 18:12:44 GMT-0700 (Pacific Daylight Time),,"Los Angeles, CA",Current Employee ,great company,I have been working at Cisco Systems full-time for more than a year,,"good pay, great benefits, good work atmosphere",workload sometimes can be heavy,,4.0,4.0,4.0,4.0,5.0,4.0,cisco
2653,Sun May 19 2019 14:40:46 GMT-0700 (Pacific Daylight Time), Escal,"Morrisville, NC",Current Employee ,Mileage may vary,I have been working at Cisco Systems full-time for more than a year,1.0,"Fantastic technology, get to learn from some of the best people in the industry. Having Cisco on your resume will always mean something.","Internal movement policy restricts you to staying in your role for 12 months. I have a hostile team and I am unable to move without manager approval, but our mgmt keeps changing. Certain orgs don't allow you to move up pay grades, and the pay grade system itself is awful.","Stop shifting things around so much, let employees move internally when they want",3.0,2.0,3.0,4.0,2.0,2.0,cisco
2654,Mon May 06 2019 07:35:53 GMT-0700 (Pacific Daylight Time), Business Development Manager,"Raleigh, NC",Current Employee ,Amazing Experience and Job,I have been working at Cisco Systems full-time for more than 3 years,,The opportunity for growth and team culture is phenomenal. I have never been a part of a company that gives you every tool to succeed and the executive support to match. I have been at Cisco for 4 years now and it has been the best job experience of my entire life!,Sometimes the company can seem a little too big.,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2655,Mon May 20 2019 08:54:24 GMT-0700 (Pacific Daylight Time)," Manager, Customer Experience","San Jose, CA",Current Employee ,Wonderful benefits,I have been working at Cisco Systems full-time for more than 10 years,,Health benefits have been very generous for myself as well as my family. 401k matching is a bonus. Birthday and Volunteer PTO added plus.,The company is growing very fast. Internally it's a hard balance between old and new worlds.,"After reorgs, upper management should assess individuals to ensure strengths are properly aligned and create a program to transfer internally if needed.",4.0,5.0,4.0,4.0,5.0,4.0,cisco
2656,Fri Jun 07 2019 16:32:45 GMT-0700 (Pacific Daylight Time), Anonymous,"San Jose, CA",Current Employee ,"Nothing but politics, terrible work culture, Stay away from this Company",I have been working at Cisco Systems full-time for more than 8 years,5.0,Flexible work schedule and many free managers.,Sub Par line Managers. People who spent 10 years are sitting in manager roles and want to encourage their personal companies to be benefited. Raising with HR does not call for any changes. Passive upper management entertaining Vendor companies. Individual contributors are forced to hire contractors from the managers friend's companies so that the line managers could get a cut.,"Why do you need contractors in a project when the Full time Employees are not fully engaged. Please invest in Full time Employees, later you may invest in the vendor companies and grow your personal income. I could give a 0 rating if there is an option.",1.0,2.0,1.0,1.0,1.0,1.0,cisco
2657,Fri May 03 2019 13:23:13 GMT-0700 (Pacific Daylight Time), Senior Contracts Negotiator,"San Jose, CA",Current Employee ,Giving Back and Great Tech,I have been working at Cisco Systems full-time for more than 8 years,,Good people and broad portfolio of products. Very good benefits and outstanding culture of giving back,Big company with lots of process and policy,,5.0,5.0,5.0,4.0,4.0,4.0,cisco
2658,Tue May 14 2019 13:40:39 GMT-0700 (Pacific Daylight Time), Senior Operations Manager,"San Jose, CA",Current Employee ,Growth Opportunities,I have been working at Cisco Systems full-time for more than 10 years,1.0,"Autonomy, salary, remote working, variety of work",Politics at the leadership level.,,4.0,5.0,3.0,5.0,5.0,3.0,cisco
2659,Tue May 14 2019 21:11:22 GMT-0700 (Pacific Daylight Time), Senior Engineering Manager,"Research Triangle Park, NC",Current Employee ,Engineering Manager,I have been working at Cisco Systems full-time for more than 10 years,1.0,"Great people, great team, great technology",Heavy politics add risk in areas that are out of your control. Know your upstream well and be ready for a move. Lots of restructuring and changes based on politics.,,4.0,3.0,4.0,4.0,5.0,2.0,cisco
2660,Thu May 02 2019 12:59:37 GMT-0700 (Pacific Daylight Time), Architect,"Austin, TX",Current Employee ,Great Place to Work,I have been working at Cisco Systems full-time for more than 5 years,,"Lot of goods,
-Good CEO
-Good Pay
-Work From Home options
-Recent years the culture is changing ( i mean towards good)
-Opportunity to innovate, present ideas etc..", Leaders need to spend more time with the team and start appreciating how much hard work their team puts through.,"Still there is internal politics, Leader needs to motivate hard working engineers, Pay needs to be competitive",5.0,5.0,5.0,5.0,4.0,4.0,cisco
2661,Thu May 16 2019 11:42:21 GMT-0700 (Pacific Daylight Time), Program Manager,"San Jose, CA",Former Employee ,Program Manager Review,I worked at Cisco Systems full-time for more than 8 years,,"Great benefits, a lot of collaboration",things didn't move as fast as we would like. Lot of boards and gates to pass any project,,4.0,5.0,5.0,5.0,5.0,5.0,cisco
2662,Wed May 15 2019 13:27:35 GMT-0700 (Pacific Daylight Time), Software Engineer,"Boston, MA",Current Employee ,Good Company,I have been working at Cisco Systems full-time for more than a year,,Works on latest technologies and good coding practises,Lay offs happen often at Cisco,,4.0,4.0,4.0,4.0,4.0,4.0,cisco
2663,Tue May 14 2019 20:26:29 GMT-0700 (Pacific Daylight Time),,"Research Triangle Park, NC",Current Employee ,"Good Company, Nice Culture",I have been working at Cisco Systems full-time for more than 3 years,,"Great Place to work, good people",Hard to move up the ladder,,4.0,5.0,4.0,4.0,4.0,4.0,cisco
2664,Mon May 13 2019 17:25:46 GMT-0700 (Pacific Daylight Time), Product Sales Specialist,"San Jose, CA",Former Employee ,Overlay to 30 Account Reps,I worked at Cisco Systems full-time for more than 3 years,,Lots of freedom to be when and where you want to be and which deals to pursue.,Pipeline maintenance is done with a microscope,,4.0,3.0,2.0,4.0,5.0,3.0,cisco
2665,Thu May 02 2019 09:31:12 GMT-0700 (Pacific Daylight Time), Customer Experience,"Research Triangle Park, NC",Current Employee ,Great culture but 0 focus on reward,I have been working at Cisco Systems full-time for more than 5 years,5.0,"Engaging work and the ability to get involved with a diverse set of customers. People here are fun to work with. The culture: extremely flexible work environment, great people, minimal focus on performance management (you can be a top performer with minimal effort), and a company that cares about your overall well being.",Compensation and career growth. Cisco is HORRIBLE at rewarding employees (even if you are constantly told you are a top performer) which is causing many talented people to leave. Focal cycles once a year at best that are funded to a level where they can only give you a 4% raise at most. New hires today make more than people who have been here 5+ years. The company is doing better than ever but this only translates to executive promotions and raises. To get a raise you have to leave for a year and then you can get rehired at 2x your prior salary.,Reduce the workforce by 25% to retain only top performers as there are a lot of people who are retired in place here. Use those savings to compensate top performers. Hire a new HR leader who knows what it means to truly take care of employees instead of hiding behind fluffy answers that make it apparent that they have zero clue of existing employee sentiment.,3.0,5.0,5.0,3.0,2.0,3.0,cisco
2666,Sun May 12 2019 14:50:54 GMT-0700 (Pacific Daylight Time), Software Engineer,"Milpitas, CA",Current Employee ,Generally good working experience.,I have been working at Cisco Systems full-time for more than a year,,Good work life balance. ESPP & 401k is good.,Future career development. Salary increase and promotion etc...,,3.0,4.0,3.0,3.0,3.0,3.0,cisco
2667,Wed May 08 2019 06:59:32 GMT-0700 (Pacific Daylight Time), Technical Solutions Architect,"Cleveland, OH",Current Employee ,"Good Comapny, shifted to stockholder focus",I have been working at Cisco Systems full-time for more than 10 years,1.0,Fast paced and interesting work,short term thinking and wall street focus is killing the culture that was once great,,4.0,3.0,2.0,3.0,3.0,2.0,cisco
2668,Mon May 06 2019 12:35:29 GMT-0700 (Pacific Daylight Time), Technical Leader Engineering,"San Jose, CA",Former Employee ,Miss the Old Days,I worked at Cisco Systems full-time for more than 10 years,4.0,Have worked with very talented engineers.,"Disliked how may engineers in the business unit were here on H-1B visas, I was the minority with the majority from India. The culture is no longer what it was once...",Stop moving projects overseas.,2.0,2.0,2.0,4.0,4.0,2.0,cisco
2669,Fri May 10 2019 21:59:47 GMT-0700 (Pacific Daylight Time), Software Developer,"Milpitas, CA",Current Employee ,Good company to learn new technology,I have been working at Cisco Systems full-time for more than 5 years,,you will have an opportunity to learn classes and move to different teams,not pay high compared other big company,,4.0,,,,,,cisco
