"Name","Company","State","City","Salary","Location","Url"
"Specialist III/IV/V, Information Technology (Technical Lead/Systems Engineer)","Auburn University","AL","Auburn University","$69k-$135k","Auburn University, AL","https://www.glassdoor.com/partner/jobListing.htm?pos=2412&ao=71969&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8e24294c&cb=1573025852131&jobListingId=3388029857"
"Sr IT Systems Administrator I, Advanced Technology Program (RI)","Raytheon","RI","Portsmouth","$65k-$119k","Portsmouth, RI","https://www.glassdoor.com/partner/jobListing.htm?pos=2413&ao=708334&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_1c63f590&cb=1573025852132&jobListingId=3370686638"
"IT Manager Warehouse Management System (WMS) Development","Ashley Furniture","NC","Charlotte","$60k-$106k","Charlotte, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=2414&ao=467378&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_2ed73adb&cb=1573025852133&jobListingId=3404055877"
"IT - Inventory Control Specialist","Russell Cellular","MO","Battlefield","$7-$12","Battlefield, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=2415&ao=731424&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8f6bb17f&cb=1573025852134&jobListingId=3383722009"
"IT Manager - Quality Assurance","Sally Beauty Holdings","TX","Denton","$54k-$88k","Denton, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=2416&ao=342710&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_bb8dc25e&cb=1573025852135&jobListingId=3402805162"
"IT Cybersecurity (CMMC) Practice Area Manager","TestPros","VA","Sterling","","Sterling, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=2417&ao=801479&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_80bdc26b&cb=1573025852136&jobListingId=3396389577"
"IT SENIOR PROJECT MANAGER - DATA & ANALYTICS","Presbyterian Healthcare Services","NM","Albuquerque","$96k-$137k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2418&ao=213252&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8b0614b5&cb=1573025852137&jobListingId=3406775779"
"IT Support and Services Specialist","Adamas Pharmaceuticals","CA","Emeryville","","Emeryville, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2419&ao=674084&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_4a71cb19&cb=1573025852138&jobListingId=3396481518"
"Restorative Nursing Aide","Evangelical Lutheran Good Samaritan Society","SD","De Smet","","De Smet, SD","https://www.glassdoor.com/partner/jobListing.htm?pos=2420&ao=748592&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_a9f2afc8&cb=1573025852139&jobListingId=3401111640"
"Analytic Solutions Analyst (Mid-Level or Senior)","Credit Acceptance","MI","Southfield","$51k-$70k","Southfield, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=2421&ao=148577&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ec6a91c9&cb=1573025852140&jobListingId=3372588655"
"Senior IT Security Analyst","Exelixis","CA","Alameda","$97k-$149k","Alameda, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2422&ao=671371&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_03beeebb&cb=1573025852141&jobListingId=3203659393"
"2020 IT Summer Internship Technology Operations","U.S. Cellular","WI","Madison","","Madison, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=2423&ao=313534&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_6e16ddff&cb=1573025852142&jobListingId=3366470870"
"Specialist V/VI, Information Technology-VMware Systems Engineer (VDI)","Auburn University","AL","Auburn University","$61k-$120k","Auburn University, AL","https://www.glassdoor.com/partner/jobListing.htm?pos=2424&ao=71969&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e1bad6ec&cb=1573025852143&jobListingId=3394582250"
"APPLICATION SYSTEM ANALYST-INTERMEDIATE - IT CLINICAL OPERATIONS APPS","Presbyterian Healthcare Services","NM","Albuquerque","$48k-$76k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2425&ao=213252&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_380b6211&cb=1573025852144&jobListingId=3389774877"
"Manager, IT Business Systems Analyst (R&D)","Apellis Pharmaceuticals","MA","Waltham","","Waltham, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=794358&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f94fa790&cb=1573025852145&jobListingId=3382064056"
"Java Developer (IT Specialist II/Sr)","Northern Natural Gas","NE","Omaha","$76k-$151k","Omaha, NE","https://www.glassdoor.com/partner/jobListing.htm?pos=2427&ao=670967&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8d0c37eb&cb=1573025852146&jobListingId=3287561293"
"Systems Engineer 2 (ITS Technical)","Asante","OR","Medford","$59k-$115k","Medford, OR","https://www.glassdoor.com/partner/jobListing.htm?pos=2428&ao=699043&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_97a5ebac&cb=1573025852147&jobListingId=3382407580"
"Clinician, Family Support Services (N)","Clinical Support Options","MA","Northampton","$27k-$52k","Northampton, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=2429&ao=671173&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_82b7d46f&cb=1573025852148&jobListingId=2978510558"
"Strategic Account Director Information Technology - Insurance","Information Services Group","CT","Stamford","","Stamford, CT","https://www.glassdoor.com/partner/jobListing.htm?pos=2430&ao=803974&s=58&guid=0000016e3fa5a4a5a22eae78e8b0cf19&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_a20395b3&cb=1573025852149&jobListingId=3394193125"
"IT Systems Administrator","CVPartners","CA","Menlo Park","","Menlo Park, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=765662&s=149&guid=0000016e3fa5b07ba31ecdd5903cb212&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_b5b7734e&cb=1573025855882&jobListingId=3379161807"
"IT Support Specialist","Cardinal Financial (NC)","TX","Dallas","$38k-$64k","Dallas, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=763367&s=149&guid=0000016e3fa5b07ba31ecdd5903cb212&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_9acf500b&cb=1573025855884&jobListingId=3354936639"
"CNA / Bath Aide - Luther Manor","Evangelical Lutheran Good Samaritan Society","SD","Sioux Falls","","Sioux Falls, SD","https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=748591&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_62718007&cb=1573025855892&jobListingId=3396135176"
"CARE COORD-SGH - CARE COORDINATION","Presbyterian Healthcare Services","NM","Socorro","","Socorro, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=775786&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b2c1625c&cb=1573025855893&jobListingId=3291796556"
"Clinician, Family Support Services (GR)","Clinical Support Options","MA","Greenfield","$27k-$52k","Greenfield, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=2503&ao=671173&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0f62bd24&cb=1573025855894&jobListingId=2978510551"
"IT Senior Application Developer","Standard Process","WI","Palmyra","","Palmyra, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=2504&ao=763474&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_c0c58ed5&cb=1573025855895&jobListingId=3380982409"
"Network Security Analyst","Benefis Health System","MT","Great Falls","","Great Falls, MT","https://www.glassdoor.com/partner/jobListing.htm?pos=2505&ao=797781&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_c5822412&cb=1573025855896&jobListingId=3310554535"
"Consultant, Advisory - IT Audit","Brown Smith Wallace","MO","Saint Louis","","Saint Louis, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=2506&ao=658835&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b1423255&cb=1573025855896&jobListingId=3078042013"
"Web logic Systems Administrator","22nd Century Technologies","CO","Colorado Springs","$41k-$78k","Colorado Springs, CO","https://www.glassdoor.com/partner/jobListing.htm?pos=2507&ao=658935&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_def9cea2&cb=1573025855897&jobListingId=3140753236"
"Restorative Nurse Aide - RNA","Avalon Health Care","CA","Sonora","$40k-$69k","Sonora, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2508&ao=369744&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_a83ca2ac&cb=1573025855898&jobListingId=3319026320"
"IT Project Manager","ABD Insurance & Financial Services","CA","San Francisco","$92k-$137k","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2509&ao=739267&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f489eea9&cb=1573025855900&jobListingId=3329074367"
"Summer 2020 IT Internships","American Family Insurance","WI","Madison","","Madison, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=2510&ao=226396&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_5bb635c2&cb=1573025855901&jobListingId=3360113738"
"CLINICAL PROFESSIONAL DEVELOPMENT SPECIALIST - CLINICAL EDUCATION","Presbyterian Healthcare Services","NM","Ruidoso","$44k-$61k","Ruidoso, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2511&ao=239370&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f6890d23&cb=1573025855901&jobListingId=3374396273"
"Information Technology Support Desk Supervisor","Ankrom Moisan Architects","OR","Portland","$39k-$67k","Portland, OR","https://www.glassdoor.com/partner/jobListing.htm?pos=2512&ao=793910&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_25ef7762&cb=1573025855903&jobListingId=3383094810"
"Senior Network Engineer","Omnicom Group","NJ","Jersey City","","Jersey City, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=2513&ao=797987&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_090a7e73&cb=1573025855903&jobListingId=3391362957"
"IT Project Manager - EDI","Ashley Furniture","WI","Arcadia","","Arcadia, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=2514&ao=467378&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d2a985cf&cb=1573025855904&jobListingId=3401263165"
"IT Support Call Center Analyst","O'Reilly Automotive","MO","Springfield","$28k-$48k","Springfield, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=2515&ao=281917&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_2f94de9b&cb=1573025855905&jobListingId=3383016110"
"Senior Network Security Engineer","Carousel Industries","RI","Providence","$74k-$117k","Providence, RI","https://www.glassdoor.com/partner/jobListing.htm?pos=2516&ao=671054&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8f624f62&cb=1573025855906&jobListingId=3347001869"
"AVP, Manager IT Talent Acquisition - Boston, MA or Dover, NH","Liberty Mutual Insurance","MA","Boston","","Boston, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=2517&ao=150322&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_11d9c196&cb=1573025855907&jobListingId=3399946542"
"APC-CONSULT LIAISON - PSYCH ASSESS & REF","Presbyterian Healthcare Services","NM","Santa Fe","$45k-$94k","Santa Fe, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2518&ao=775782&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_1a1aa9d1&cb=1573025855908&jobListingId=3395232927"
"LPN Clinic","Tower Health","PA","Reading","$35k-$60k","Reading, PA","https://www.glassdoor.com/partner/jobListing.htm?pos=2519&ao=600585&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_93ad8fc8&cb=1573025855909&jobListingId=3309619766"
"IT End User Compute Section Manager (D Band)","General Dynamics Land Systems","MI","Sterling Heights","$93k-$145k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=2520&ao=495984&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8bfcb752&cb=1573025855910&jobListingId=3356602297"
"Systems Administrator, IT, University of Louisville Hospital, Days, Full Time","UofL Physicians","KY","Louisville","$42k-$79k","Louisville, KY","https://www.glassdoor.com/partner/jobListing.htm?pos=2521&ao=322596&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_04a5747d&cb=1573025855911&jobListingId=3356500141"
"FamilySearch IT Product Design Engineer 2 - Contractor","The Church of Jesus Christ of Latter-day Saints","UT","Lehi","","Lehi, UT","https://www.glassdoor.com/partner/jobListing.htm?pos=2522&ao=437295&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_1d5a9ecc&cb=1573025855912&jobListingId=3360744939"
"IT Senior Systems Engineer - Linux/Windows","Omnitracs","TX","Dallas","$75k-$138k","Dallas, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=2523&ao=730800&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f4656f79&cb=1573025855913&jobListingId=3375216625"
"Attorneys - New Orleans, Metairie &","Executive Placement Partners, LLC","LA","New Orleans","","New Orleans, LA","https://www.glassdoor.com/partner/jobListing.htm?pos=2524&ao=686925&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_8ca2f5f0&cb=1573025855914&jobListingId=3162654014"
"Senior IT Project Manager (E band)","General Dynamics Land Systems","MI","Sterling Heights","$109k-$156k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=2525&ao=491208&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_5611cf92&cb=1573025855915&jobListingId=3356726246"
"IT Assurance Auditor (Staff, Seniors, Managers)","Tanner","UT","Salt Lake City","$43k-$67k","Salt Lake City, UT","https://www.glassdoor.com/partner/jobListing.htm?pos=2526&ao=658245&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_9c23b3ef&cb=1573025855916&jobListingId=2808106789"
"Clinical Coordinator Registered Nurse Trauma Tele","CJW Medical Center","VA","Richmond","$32k-$55k","Richmond, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=2527&ao=806817&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_60bc369b&cb=1573025855917&jobListingId=3320494457"
"Skilled Technical Tree Climber/Rigger","Gunnison Tree Specialists","GA","Atlanta","","Atlanta, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=2528&ao=675377&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_224d1b0b&cb=1573025855918&jobListingId=2811243687"
"Senior Mac IT Engineer (East Bay)","Linde Group","CA","Emeryville","$75k-$121k","Emeryville, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2529&ao=734625&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_9b57afbb&cb=1573025855919&jobListingId=3070674562"
"Part-Time IT Service Desk Specialist","Assurance Agency Ltd.","IL","Chicago","$17-$27","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=2530&ao=743390&s=58&guid=0000016e3fa5b07b9a416e1028fbb791&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_53942886&cb=1573025855920&jobListingId=3404425563"
"IT Team Leader","Stefanini","MI","Southfield","","Southfield, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=2601&ao=750670&s=149&guid=0000016e3fa5d3199198d4cf368d9741&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_5e56f509&cb=1573025864112&jobListingId=3404102493"
"Junior SOC Analyst","Verizon","CA","San Jose","","San Jose, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2602&ao=784419&s=149&guid=0000016e3fa5d3199198d4cf368d9741&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_16408eae&cb=1573025864113&jobListingId=3346578919"
"SYSTEM/APPLICATION ADMINISTRATOR-SENIOR - IT ENTERPRISE DATA WAREHOUSE","Presbyterian Healthcare Services","NM","Albuquerque","$68k-$102k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2601&ao=213252&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_08f6e1d6&cb=1573025864114&jobListingId=3177449007"
"MGR-NRSG-LCMC - I C U","Presbyterian Healthcare Services","NM","Ruidoso","","Ruidoso, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2602&ao=775785&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_648b39a0&cb=1573025864115&jobListingId=3304841929"
"IT Audit Manager- Assurance & Technology Control Solutions (ATCS)","EisnerAmper","PA","Philadelphia","$88k-$110k","Philadelphia, PA","https://www.glassdoor.com/partner/jobListing.htm?pos=2603&ao=795341&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3bbb7f49&cb=1573025864116&jobListingId=3224815033"
"IT Senior Network Firewall Engineer (E Band)","General Dynamics Land Systems","MI","Sterling Heights","$103k-$159k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=2604&ao=495984&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e8464275&cb=1573025864117&jobListingId=3358314196"
"IT Application Support Technician (REQUIRED HOURS: Wed-Sun 1-10 pm)","Bowlero Corporation","VA","Richmond","","Richmond, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=2605&ao=462896&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_cf742f68&cb=1573025864118&jobListingId=3390500443"
"IT PROJECT MANAGER - CLINICAL DELIVERY SYSTEM","Presbyterian Healthcare Services","NM","Albuquerque","$72k-$106k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2606&ao=213252&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0dfce2a3&cb=1573025864119&jobListingId=3171469713"
"State Tested Nurse Aide","Arcadia Home Care and Staffing","OH","Dayton","","Dayton, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=2607&ao=329160&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ebcb3543&cb=1573025864120&jobListingId=3405724923"
"Sr. IT Solution Security Engineer (ISSE)","CACI International","VA","Chantilly","$100k-$134k","Chantilly, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=2608&ao=741033&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_9146654e&cb=1573025864121&jobListingId=3389185345"
"Senior Network Operation Center Engineer","Assured Information Security","IL","Scott AFB","$73k-$113k","Scott AFB, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=2609&ao=684869&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_60d474b6&cb=1573025864122&jobListingId=3344240811"
"IT OPERATIONS & SERVICE MANAGEMENT TECHNICIAN (12 HOUR DAY SHIFT)","Stifel Financial","MO","Earth City","$11-$15","Earth City, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=2610&ao=236990&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_31a094f0&cb=1573025864123&jobListingId=3024298514"
"IT Developer, PLM, Content Creation and Design","Ashley Furniture","WI","Arcadia","","Arcadia, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=2611&ao=467378&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0a90c889&cb=1573025864124&jobListingId=3321808414"
"Senior Principal HSM Engineer","Tokenvault LLC","CA","San Francisco","","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2612&ao=752745&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_3f8a17da&cb=1573025864125&jobListingId=3324226113"
"Senior DevOps Engineer","WB Games New York","MA","Needham Heights","","Needham Heights, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=2613&ao=762291&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_262c6373&cb=1573025864126&jobListingId=3336420756"
"Senior IT Auditor","Jackson Health System","FL","Miami","$62k-$94k","Miami, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=2614&ao=592026&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ac8d6aff&cb=1573025864127&jobListingId=3361638012"
"MANAGER - IT PROJECT MANAGEMENT OFFICE - DATA & ANALYTICS","Presbyterian Healthcare Services","NM","Albuquerque","$72k-$106k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=2615&ao=213252&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3b6ea3bc&cb=1573025864128&jobListingId=3280679081"
"Senior IT Internal Auditor","CO-OP Financial Services","CA","Rancho Cucamonga","$55k-$92k","Rancho Cucamonga, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=2616&ao=657748&s=58&guid=0000016e3fa5d31997ef86b0b7cba9e2&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_de920678&cb=1573025864129&jobListingId=3141511015"
