"Company","Rating","Title","Location","Salary"
"ClearEdge IT Solutions","4.1","Principal Software Engineer","Annapolis Junction, MD","$124k-$207k"
"O'Reilly Automotive","3.2","Remote Senior Software Engineer","Springfield, MO","$65k-$113k"
"Base2 Engineering, LLC","5.0","RF Engineer","Columbia, MD",
"Xantrion","4.6","Senior Desktop Engineer","Oakland, CA","$55k-$65k"
"Untangle, Inc.","3.5","Senior Software Engineer - Cybersecurity Cloud","Boulder, CO","$100k-$166k"
"Visa Inc.","3.6","Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics","Ashburn, VA","$107k-$144k"
"Mars, Incorporated","3.9","Mechanical Project Engineer - North Sioux City, South Dakota (Relocation Benefits Available)","North Sioux City, SD","$80k-$104k"
"SS8, Inc.","3.6","Sr. Software Engineer - Front End","Milpitas, CA","$107k-$176k"
"Cengage","4.0","Associate Content Quality Assurance Engineer","Mason, OH","$27k-$44k"
"NantHealth","2.8","Senior Software Quality Assurance Engineer","Panama City, FL",
"NECI","4.1","DeltaV DCS Systems Service Engineer","Mansfield, MA","$57k-$84k"
"SolarEdge Technologies Inc.","4.1","Senior Firmware/Embedded Software Engineer","Fremont, CA",
"Los Alamos National Laboratory","3.8","Pulsed Power Engineer (R&D Eningeer 2/3)","Los Alamos, NM","$76k-$115k"
"Coinbase","4.3","Senior NetSuite Engineer","San Francisco, CA",
"St. Jude Children's Research Hospital","4.6","Senior Network Engineer - Work in Memphis TN","Dallas, TX","$81k-$127k"
"Nextiva","4.5","Senior Site Reliability Engineer (SRE)","Scottsdale, AZ","$76k-$113k"
"NECI","4.1","Senior Systems Engineer - Project Services","Mansfield, MA","$67k-$128k"
"TOLMAR","3.2","Process Development Engineer III","Fort Collins, CO","$59k-$83k"
"Delek US","3.0","Fixed Equipment Reliability Engineer","El Dorado, AR","$83k-$111k"
"Hargray","4.5","Design Engineer, Hargray Communications","Hawkinsville, GA",
"Workday","3.9","DevOps Engineer – Android/iOS Development","Pleasanton, CA","$130k-$172k"
"SK hynix America","3.5","Software Engineer - Distributed Systems","San Jose, CA","$88k-$147k"
"MoneyLion","2.8","Senior React Native Engineer","New York, NY","$72k-$104k"
"iSeatz","3.4","Senior Software Engineer","United States",
"Backstop Solutions Group LLC","3.6","Solutions Consultant / Sales Engineer / Solutions Engineer","Chicago, IL",
"Coffman Engineers","4.7","Fire Protection Engineer, 2-5 years","Seattle, WA",
"Harwood International","2.8","Assistant Building Engineer (Uptown)","Dallas, TX",
"ManTech","3.9","Cisco Unified Communications Engineer","Washington, DC","$55k-$82k"
"Solution Design Group","4.7","Software Engineer - .NET","Minneapolis, MN","$80k-$137k"
"Skyline Construction","4.5","Field Engineer - Skyline Capital Builders","Walnut Creek, CA","$51k-$73k"
"Capital One","3.8","Distinguished Data Engineer","New York, NY","$125k-$167k"
"AVI-SPL","4.1","Field Service Engineer","Broadview Heights, OH","$42k-$63k"
"Lucid Motors","3.8","Senior Software Engineer, Embedded Linux Platform","Newark, CA","$109k-$181k"
"Zodiac Pool Systems LLC","4.5","Software Development Engineer","Carlsbad, CA","$65k-$100k"
"L3Harris","3.3","Scientist, FPGA Electrical Engineer","Rochester, NY",
"Comet Group","2.8","Field Service Engineer - DALLAS, TEXAS","Hudson, OH",
"Lockheed Martin","3.8","Electronics Engineer Sr","Fort Worth, TX","$68k-$96k"
"Lockheed Martin","3.8","Electronics Engineer Senior","Fort Worth, TX","$68k-$96k"
"L3Harris","3.3","Scientist, Phased Array RF Systems Engineer","Rochester, NY",
"RFI Communications & Security Systems","3.9","Systems Engineer - Security","Renton, WA","$63k-$117k"
"AppDynamics","4.5","AppD Senior Sales Engineer - NYC","New York, NY","$148k-$204k"
"Network Security Systems Plus","2.8","Firewall Engineer","Atlanta, GA",
"ISEC","3.8","Commercial Construction Project Engineer","Mesa, AZ","$50k-$70k"
"LifeOmic","5.0","UI Engineer","Raleigh, NC",
"Modern Hire","4.6","Senior Software Engineer (Machine Learning/AI)","Delafield, WI",
"R&M Consultants","5.0","Staff Civil Engineer (Airports)","Anchorage, AK","$63k-$80k"
"Hire Resolve","3.1","Structural Design Engineer","Los Angeles, CA",
"Andiamo Partners","4.3","SQL Server Database Engineer for $50 Billion Peer to Peer FinTech","Dallas, TX",
"TPI Composites","3.4","Sr. Quality Engineer","Warren, RI","$64k-$98k"
"Twin Vee PowerCats",,"CAD/CAM Engineer & 5-Axis Operator","Fort Pierce, FL",
"Kintone","4.5","Sales Engineer - NYC/NJ","Remote",
"Radisson Hotel Group","2.8","Maintenance Engineer","Bloomington, MN","$39k-$65k"
"Ampirical Solutions, LLC","4.3","Transmission & Distribution Line Engineer","Mandeville, LA",
"HC Technologies","3.7","Software Engineer, Senior - C++ (CoreDev)","New York, NY",
"Carmex Precision Tools LLC",,"Sales Engineer","Chicago, IL",
"Presbyterian Healthcare Services","3.2","PROCESS ENGINEER - PROCESS EXCELLENCE","Albuquerque, NM",
"tokenvault LLC",,"Senior Principal Engineer Identity, Authentication and App Sec","San Francisco, CA",
"EkkoNet Telecom LLC",,"Telecomm Network Infrastructure Site Survey Engineer","Remote",
"Turbonomic","4.4","Technical Support Engineer","White Plains, NY","$52k-$77k"
"Pepper Construction","4.2","Virtual Construction Engineer","Indianapolis, IN","$61k-$86k"
"Shickel Corporation","4.2","Project Manager / Engineer","Bridgewater, VA",
"Kimley-Horn and Associates","3.9","Senior Transportation Engineer","Reston, VA","$91k-$116k"
"Andiamo Partners","4.3","Senior C++ Application Middleware Engineer (BAS) for Top FinTech PaaS","New York, NY",
"MD Solutions","3.9","Senior Software Engineer","Cape Coral, FL",
"TNP Inc.","5.0","Project Engineer","Fort Worth, TX",
"Hire Resolve","3.1","Water Resources/Drainage Engineer","Denver, CO",
"Denny's","3.1","IT Sr Engineer, Service Applications","Spartanburg, SC","$59k-$95k"
"Lease Crutcher Lewis","4.0","Project Engineer","Portland, OR","$56k-$74k"
"Andiamo Partners","4.3","Consultant - Front End Web Engineer (Angular), Leading FinTech PaaS","New York, NY",
"My Job Tank","3.0","Solutions Engineer","San Mateo, CA",
"My Job Tank","3.0","Flight Controls Software Engineer","Santa Clara, CA","$180k-$200k"
"Richland Engineering Limited",,"Civil EngineerTransportation and Structural Engineer. BS/MS in Civil Engineering, Ohio E.I.T. or P.E. and valid Driver License are required. The position will involve all aspects of transportation pro","Mansfield, OH",
"Linde Group","4.2","Senior Mac IT Engineer (East Bay)","Emeryville, CA","$75k-$121k"
"Hire Resolve","3.1","Land Development Project Engineer","Miami, FL",
"Remedial Construction Services, L.P. (RECON)","3.5","Project Engineer","Houston, TX","$55k-$71k"
"ELLISON TECHNOLOGIES, INC.","4.0","CNC Sales Engineer - Western Tennessee","Stanton, TN","$52k-$81k"
"Kittyhawk.io",,"Senior Backend Engineer","San Francisco, CA",
"Strivve Inc.",,"Senior Software Engineer","Seattle, WA",
"Hire Resolve","3.1","Transportation Project Engineer","Miami, FL",
"TPI Composites","3.4","Sr. Composite Design Engineer","Warren, RI","$80k-$104k"
"Sands Decker CPS, LLC.",,"Civil Engineer / Design CAD Technician","Columbus, OH",
"SREE Hotels","3.3","Hotel Engineer 2","Matthews, NC",
"Build.com","4.0","Site Reliability Engineer","Chico, CA",
"R&M Consultants","5.0","Senior Structural Engineer","Anchorage, AK","$105k-$150k"
"Hire Resolve","3.1","Civil Engineer (Land Development)","Minneapolis, MN",
"2nd Watch, Inc.","4.1","Cloud Operations Engineer - ( Tier 1 - Night/ Grave Shift)","Durham, NC","$36k-$56k"
"Advanced Airfoil Components, Inc.",,"Castings (IGT) Parts Engineer, Lead","Apollo Beach, FL",
"N-ask","4.2","Digital Signal Processing Engineer (TS/SCI Security Clearance Required)","Kettering, OH",
"Team Focus Insurance Group","2.7","Senior Cloud Network Security Engineer","Sunrise, FL","$80k-$126k"
"Andiamo Partners","4.3","VP, Lead DevOps Engineer for Cloud/Azure Automation","Dallas, TX",
"Hire Resolve","3.1","Senior Structural Design Engineer","New York, NY",
"Hire Resolve","3.1","Civil Engineer (Site Design)","Austin, TX",
"Hire Resolve","3.1","Senior Water Engineer","New York, NY",
"Andiamo Partners","4.3","Full-Stack Engineer for Real-Estate Startup","Seattle, WA",
"Andiamo Partners","4.3","SQL Server Database Engineer for $50 Billion Peer to Peer FinTech","Dallas, TX",
"Marchex","3.8","Senior Software Development Engineer","Wichita, KS",
"Groq, Inc.",,"Senior Haskell Compiler Engineer","Mountain View, CA","$140k-$190k"
"divvyDOSE","3.7","devOPs, Site Reliability Engineer","Chicago, IL","$70k-$109k"
"Futuretech Staffing","5.0","Manufacturing Quality Engineer","Ehrenberg, AZ",
"CaptiveAire","4.1","Technical Sales and Field Service Engineer","Atlanta, GA","$54k-$76k"
"Hire Resolve","3.1","Senior Structural Engineer","Columbus, OH",
"Andiamo Partners","4.3","Senior C++ Application Middleware Engineer (BAS) for Top FinTech PaaS","New York, NY",
"Hire Resolve","3.1","Civil Project Engineer","Washington, DC",
"NIKA Solutions","3.2","Senior Mechanical Engineer","San Antonio, TX","$40k-$108k"
"LeMessurier Consultants","5.0","Senior Structural Engineer & Project Manager","Boston, MA","$30-$50"
"Bridgeline Digital","3.1",".NET Software Engineer","Woodbury, NY","$64k-$113k"
"Mazzetti","3.8","Senior Mechanical Engineer","Eugene, OR","$69k-$173k"
"LifeOmic","5.0","Senior Software Engineer","Raleigh, NC",
"Andiamo Partners","4.3","Senior DevOps Engineer for Cloud/Azure Automation","Dallas, TX",
"Michael K. Nunley & Associates, Inc.","4.8","Senior Civil Engineer","Bakersfield, CA",
"Bridgeline Digital","3.1","Sr. Java/APEX Software Engineer","Woodbury, NY","$61k-$107k"
"Computer Services","3.9","Senior Software Engineer - Regulatory Compliance Group","Charlotte, NC","$63k-$109k"
"Andiamo Partners","4.3","iOS Engineer for The Leading Mobile Bank Innovator","New York, NY",
"StockX","4.1","Senior Software Engineer - Relocation to Detroit","New York, NY","$77k-$133k"
"Andiamo Partners","4.3","Consultant - Front End Web Engineer (Angular), Leading FinTech PaaS","New York, NY",
"Translate Bio","5.0","Sr. Scientist/Sr Engineer Technical Transfer - Lexington, MA, US","Lexington, MA",
"Andiamo Partners","4.3","Front End Engineer (React.js) for Disruptive Travel Ecommerce","Boston, MA",
"Ellie Mae","3.6","C#/.NET Software Engineer II- 190220","El Segundo, CA","$83k-$140k"
"tokenvault LLC",,"Senior Principal Engineer Network Security","San Francisco, CA",
"Andiamo Partners","4.3","Lead Cloud Reliability Engineer for AI Company","San Francisco, CA",
"Andiamo Partners","4.3","Senior DevOps Engineer for Cloud/Azure Automation","Dallas, TX",
"SK hynix America","3.5","Senior Engineer-SSD Level of NAND Characterization","San Jose, CA",
"Andiamo Partners","4.3","Senior Devops Engineer- Disruption Lab","Westport, CT",
"Andiamo Partners","4.3","Full-Stack Software Engineer, Machine Learning Platform for Leading Cloud Data PaaS","Austin, TX",
"Sila Solutions Group","4.6","Software Engineer - C# .Net","Shelton, CT","$57k-$99k"
"Marchex","3.8","Senior Software Development Engineer","Wichita, KS",
"Groq, Inc.",,"Senior Haskell Compiler Engineer","Mountain View, CA","$140k-$190k"
"divvyDOSE","3.7","devOPs, Site Reliability Engineer","Chicago, IL","$70k-$109k"
"Futuretech Staffing","5.0","Manufacturing Quality Engineer","Ehrenberg, AZ",
"CaptiveAire","4.1","Technical Sales and Field Service Engineer","Atlanta, GA","$54k-$76k"
"PCB Piezotronics","3.4","Sensor Assembly and Test Manufacturing Engineer","Sunnyvale, CA","$53k-$79k"
"Micro Focus","3.1","Systems Software Engineer at Vertica","Cambridge, MA","$75k-$109k"
"xScion Solutions","4.4","SailPoint Admin/IAM Engineer","Remote",
"Hire Resolve","3.1","Senior Structural Engineer","Columbus, OH",
"Hire Resolve","3.1","Civil Project Engineer","Washington, DC",
"Shearer's Foods","2.9","Sr. Packaging Engineer in Massillon, OH at Shearer's Snacks","Massillon, OH","$57k-$78k"
"NIKA Solutions","3.2","Senior Mechanical Engineer","San Antonio, TX","$40k-$108k"
"AMEWAS, Inc.","4.7","Antenna Systems Engineer","Patuxent River, MD","$57k-$106k"
"Applied Information Sciences","4.4","SharePoint Engineer with Interim Secret Clearance","Washington, DC",
"PLUMMER","4.0","Professional Engineer","Dallas, TX",
"W3Global","4.5","Electrical Engineer I ( Need only Citizens or GC Holders) only local to Colorado","Avon, CO",
"Aurora Flight Sciences","4.1","Senior Aircraft Loads Engineer","Manassas, VA",
"Moser Consulting","4.5","Senior Software Engineer (Java Developer)","Indianapolis, IN","$85k-$128k"
"AppDynamics","4.5","AppD Software Engineer III, C++","San Francisco, CA","$118k-$188k"
"Bridgeline Digital","3.1",".NET Software Engineer","Woodbury, NY","$64k-$113k"
"ManTech","3.9","CNO QA Engineer Senior","Hanover, MD","$67k-$106k"
"Ampirical Solutions, LLC","4.3","Transmission Line Engineer","Sacramento, CA",
"Mazzetti","3.8","Senior Mechanical Engineer","Eugene, OR","$69k-$173k"
"Ralph L. Wadsworth Construction","3.6","Commercial Construction Engineer Internship","Salt Lake City, UT",
"22nd Century Technologies","3.7","Senior Windows Engineer","Kansas City, MO","$68k-$98k"
"Cobec Consulting","4.7","Systems Engineer, Mid/Senior Level - FAA","Washington, DC","$83k-$158k"
"LifeOmic","5.0","Senior Software Engineer","Raleigh, NC",
"accesso","3.0","Software Development Engineer in Test II (SDET)","Lake Mary, FL","$71k-$93k"
"Workday","3.9","Senior Software Development Engineer - OMS Compute","San Francisco, CA","$136k-$172k"
"Ellie Mae","3.6","Senior C#/.NET Software Engineer- 190563","El Segundo, CA","$92k-$153k"
"Kulicke and Soffa","3.7","Senior Mechanical Systems Engineer","Fort Washington, PA","$63k-$120k"
"Michael K. Nunley & Associates, Inc.","4.8","Senior Civil Engineer","Bakersfield, CA",
"22nd Century Technologies","3.7","Senior Windows Engineer","Kansas City, MO","$68k-$98k"
"Liberty Mutual Insurance","3.3","Mac Engineer/Administrator","Portsmouth, NH",
"Caltrol","2.9","Systems Service Engineer II","Chandler, AZ","$57k-$82k"
"LifeOmic","5.0","Senior Software Engineer","Raleigh, NC",
"Cobec Consulting","4.7","Systems Engineer, Mid/Senior Level - FAA","Washington, DC","$83k-$158k"
"accesso","3.0","Software Development Engineer in Test II (SDET)","Lake Mary, FL","$71k-$93k"
"Workday","3.9","Senior Software Development Engineer - OMS Compute","San Francisco, CA","$136k-$172k"
"Johns Hopkins Applied Physics Laboratory (APL)","4.5","Prototype Software Engineer","Laurel, MD","$75k-$128k"
"Workday","3.9","Machine Learning - Principal Software Development Engineer","Pleasanton, CA","$119k-$155k"
"Kulicke and Soffa","3.7","Senior Mechanical Systems Engineer","Fort Washington, PA","$63k-$120k"
"Ellie Mae","3.6","Senior C#/.NET Software Engineer- 190563","El Segundo, CA","$92k-$153k"
"Michael K. Nunley & Associates, Inc.","4.8","Senior Civil Engineer","Bakersfield, CA",
"Structured Communications","3.6","Senior Unified Communication Engineer (Cisco Focused)","West Opening, MA",
"RenPSG","2.5","Senior Software Quality Engineer","Indianapolis, IN",
"Gale Associates","4.5","Building Enclosure Architect or Engineer","Glastonbury, CT",
"ELLISON TECHNOLOGIES, INC.","4.0","CNC Applications Engineer","Fremont, CA","$50k-$77k"
"McClure Engineering, Inc.",,"Civil/Environmental Engineer","Charlton, MA",
"Cupertino Electric, Inc.","4.2","Project Engineer - Public Works","San Francisco, CA","$60k-$76k"
"TQS Integration Ltd","2.4","Lead Pi Engineer - Puerto Rico","San Juan, PR",
"Bridgeline Digital","3.1","Sr. Java/APEX Software Engineer","Woodbury, NY","$61k-$107k"
"Computer Services","3.9","Senior Software Engineer - Regulatory Compliance Group","Charlotte, NC","$63k-$109k"
"PCI","4.7","(HBA 8761) Sustainment Engineer – Tinker AFB","Oklahoma City, OK",
"StockX","4.1","Senior Software Engineer","Detroit, MI","$90k-$135k"
"Intelligent Medical Objects","4.1","Agile Full Stack Software Engineer","Rosemont, IL","$62k-$108k"
"StockX","4.1","Senior Software Engineer - Relocation to Detroit","New York, NY","$77k-$133k"
"MyVest","4.5","Senior Software Engineer - Full Stack","San Francisco, CA","$107k-$177k"
"TAIT & Associates","4.6","Civil Design Engineer","Loveland, CO","$53k-$71k"
"Kulicke and Soffa","3.7","Senior Mechanical Engineer","Santa Ana, CA","$68k-$165k"
"Propeller Health","4.5","Senior Mobile Engineer, Android","Madison, WI","$76k-$123k"
"Translate Bio","5.0","Sr. Scientist/Sr Engineer Technical Transfer - Lexington, MA, US","Lexington, MA",
"Stratasys Direct Manufacturing","3.7","Project Engineer - Aerospace Manufacturing - Stratasys Direct","Valencia, CA","$53k-$74k"
"SilMan Industries","4.0","Design/Applications Engineer","Bardstown, KY",
"SilMan Industries","4.0","Design/Applications Engineer","Bardstown, KY",
"Impetus Technologies","3.7","Senior Software Engineer*","Atlanta, GA","$66k-$114k"
"Check Point Software Technologies","3.5","Security Engineer, Strategic Sales - Charlotte, NC","Charlotte, NC","$84k-$113k"
"Ellie Mae","3.6","C#/.NET Software Engineer II- 190220","El Segundo, CA","$83k-$140k"
"APEX Analytix","4.1","Software Engineer (Relo to Greensboro, NC Required)","Greensboro, NC","$70k-$125k"
"tokenvault LLC",,"Senior Principal Engineer Network Security","San Francisco, CA",
"KIHOMAC","3.5","Senior Quality Engineer","Layton, UT","$65k-$125k"
"TQS Integration Ltd","2.4","OSI Pi Lead Engineer","Philadelphia, PA",
"W3Global","4.5","Electrical Engineer I ( Need only Citizens or GC Holders) only local to Colorado","Avon, CO",
"MaxLinear Inc.","2.7","Senior Staff Communications Systems Engineer","Carlsbad, CA","$90k-$167k"
"TEK STAFF USA",,"Senior Mechanical Engineer","Nashville, TN",
"Cornerstone Information Systems","4.4","Lead/Senior Data Software Engineer","Bloomington, IN",
"TLC Engineering Solutions","4.7","Senior Mechanical Engineer","Orlando, FL","$115k-$160k"
"ELLISON TECHNOLOGIES, INC.","4.0","CNC Field Service Engineer","Cumming, GA","$53k-$75k"
"Infomatics","4.1","CTR Senior Network Engineer Level III","Washington, DC",
"SmartNews, Inc.","4.6","Staff Software Engineer, Applied Machine Learning","San Francisco, CA",
"Kulicke and Soffa","3.7","C++ Computer Vision Software Engineer","Fort Washington, PA","$61k-$106k"
"Workday","3.9","Senior Software Development Engineer, (AWS/DevOps) Developer Tools","Pleasanton, CA","$132k-$168k"
"Base2 Engineering, LLC","5.0","Computer Software Engineer","Fort Meade, MD",
"SK hynix America","3.5","Senior Engineer-SSD Level of NAND Characterization","San Jose, CA",
"AppDynamics","4.5","AppD Senior Sales Engineer - Salt Lake City","Utah",
"MITRE","3.3","Lead/Principal Cyber Security Engineer, Cyber Operations (TS/SCI Polygraph Clearance)","Annapolis Junction, MD","$128k-$167k"
"Linde Group","4.2","Senior Windows IT Engineer (San Francisco)","San Francisco, CA","$75k-$121k"
"Thryv","2.8","Lead Business Intel Data Warehouse Engineer","Dallas, TX","$93k-$113k"
"St. Onge Company","4.6","Mechanical/Systems Engineer - Healthcare","York, PA","$50k-$97k"
"Summit Technical Solutions","3.7","Senior Test & Evaluation Engineer (Navy)","Dahlgren, VA",
"Linde Group","4.2","Senior IT Engineer (Cross-Platform)","San Francisco, CA","$75k-$121k"
"TSYS","3.2","Full Stack Engineer - Digital Innovation Team","Alpharetta, GA",
"TSYS","3.2","Full Stack Engineer - Digital Innovation Team","Alpharetta, GA",
"Memorial Health System","3.9","Windows System Engineer I","Springfield, IL","$34k-$70k"
"Hedera Hashgraph","5.0","Senior Software Engineer","Richardson, TX",
"BCC Engineering","3.9","Panama City - Roadway Project Engineer","Panama City, FL","$80k-$110k"
"SK hynix America","3.5","SSD Reliability Software QA Engineer Lead (Staff/Sr.Staff)","San Jose, CA","$108k-$147k"
"RFI Communications & Security Systems","3.9","Application Engineer - Security","San Jose, CA","$85k-$127k"
"Liberty Mutual Insurance","5.0","Principal Investment Data Integration Engineer","Boston, MA",
"Neudesic","4.2","Senior DevOps Engineer","Dallas, TX","$93k-$122k"
"Presbyterian Healthcare Services","3.2","TEST ENGINEER-INTERMEDIATE - CARE MANAGER OPERATIONS","Albuquerque, NM","$51k-$76k"
"Hire Resolve","3.1","Senior Civil Engineer (Land Development)","Phoenix, AZ",
"Patelco Credit Union","3.6","Manager, Facilities Engineer","Pleasanton, CA","$48k-$97k"
"Kateeva","3.3","Sr. Mechanical Engineer (Electrical Cabinets & Racks)","United States",
"BCC Engineering","3.9","Fort Lauderdale - Lead Drainage Engineer","Fort Lauderdale, FL","$90k-$110k"
"SmartNews, Inc.","4.6","Staff Software Engineer, AI Infrastructure","San Francisco, CA",
"Tsymmetry, Inc.","4.1","Senior DevOps Engineer *MUST BE ABLE TO OBTAIN A DHS SUITABILITY CLEARANCE*","Alexandria, VA",
"Presbyterian Healthcare Services","3.2","TEST ENGINEER-SENIOR - CARE MANAGER OPERATIONS","Albuquerque, NM","$53k-$78k"
"CollabraSpace, Inc.","5.0","Principal Software Engineer (Clearance Required)","Annapolis Junction, MD","$159k-$261k"
"CAS","2.9","Software Engineer- Operation Lead","Columbus, OH","$94k-$159k"
"Stoneridge Software","4.9","Dynamics NAV - Senior Solution Engineer","Chicago, IL",
"G.W. Lisk Company","3.8","Sr. Aerospace Valve Design Engineer","Clifton Springs, NY","$66k-$87k"
"My Job Tank","3.0","Software Engineer (Security Clearance Required)","San Diego, CA",
"General Dynamics Electric Boat","3.0","Integrated Discrimination Team / Countermeasures Analyst - Engineer Principal","Huntsville, AL","$92k-$100k"
"tokenvault LLC",,"Senior Principal Engineer Network Security","San Francisco, CA",
"Pushpay","4.0","Software Engineer (JavaScript / Web / Mobile)","Redmond, WA",
"BlueWater Federal Solutions","4.4","Sr Network Engineer","Washington, DC",
"ManTech","3.9","Software Engineer, Senior Principal","Hanover, MD","$86k-$145k"
"GEI Consultants Inc","4.3","Process-Mechanical Engineer","Green Bay, WI","$49k-$118k"
"McNeill Hotel Company","4.1","Dual Chief Engineer","Athens, GA",
"CollabraSpace, Inc.","5.0","Test Engineer (Clearance Required)","Annapolis Junction, MD","$73k-$99k"
"TQS Integration Ltd","2.4","OSI Pi Lead Engineer","Philadelphia, PA",
"W3Global","4.5","Electrical Engineer I ( Need only Citizens or GC Holders) only local to Colorado","Avon, CO",
"Bridg","3.0","Sr. Data Engineer | Big Data SaaS Pipeline","Los Angeles, CA","$121k-$160k"
"Harris & Associates","3.3","City of Los Angeles Fee Deposit/ Project Manager/Plan Check Engineer","Irvine, CA","$113k-$152k"
"MaxLinear Inc.","2.7","Senior Staff Communications Systems Engineer","Carlsbad, CA","$90k-$167k"
"Base2 Engineering, LLC","5.0","RF Engineer","Columbia, MD",
"Harris & Associates","3.3","City of Los Angeles Fee Deposit/ Project Manager/Plan Check Engineer","Irvine, CA","$113k-$152k"
"MaxLinear Inc.","2.7","Senior Staff Communications Systems Engineer","Carlsbad, CA","$90k-$167k"
"Xantrion","4.6","Senior Desktop Engineer","Oakland, CA","$55k-$65k"
"Untangle, Inc.","3.5","Senior Software Engineer - Cybersecurity Cloud","Boulder, CO","$100k-$166k"
"DTE Energy","4.0","Senior Engineer - Nuclear (Design Electrical/I&C)","Newport, MI","$84k-$109k"
"BlueWater Federal Solutions","4.4","Sr Systems Engineer","Washington, DC",
"Cornerstone Information Systems","4.4","Lead/Senior Data Software Engineer","Bloomington, IN",
"Contech Engineered Solutions","3.3","Stormwater Design Engineer","Cincinnati, OH","$47k-$67k"
"TEK STAFF USA",,"Senior Mechanical Engineer","Nashville, TN",
"ManTech","3.9","Senior Principal Systems Engineer","Washington, DC","$82k-$149k"
"General Dynamics Electric Boat","3.0","Engineer II - Comm Systems","Groton, CT",
"Neudesic","4.2","Senior Data Engineer - Google Cloud Platform","United States",
"Leggett & Platt","3.5","Electronics Engineer - Hardware","Detroit, MI","$51k-$77k"
"TLC Engineering Solutions","4.7","Senior Mechanical Engineer","Orlando, FL","$115k-$160k"
"ELLISON TECHNOLOGIES, INC.","4.0","CNC Field Service Engineer","Cumming, GA","$53k-$75k"
"Infomatics","4.1","CTR Senior Network Engineer Level III","Washington, DC",
"Healthesystems","3.1","IT Services Engineer, Senior-Database Administrator","Tempe, AZ","$54k-$76k"
"Guidebook","4.0","Android Software Engineer","San Francisco, CA","$74k-$126k"
"SmartNews, Inc.","4.6","Staff Software Engineer, Applied Machine Learning","San Francisco, CA",
"Kulicke and Soffa","3.7","C++ Computer Vision Software Engineer","Fort Washington, PA","$61k-$106k"
"General Dynamics Electric Boat","3.0","Integrated Discrimination Team / Engineer I","Huntsville, AL",
"SK hynix America","3.5","Dual Port Firmware Engineer","San Jose, CA","$86k-$121k"
"Da Communications",,"Principle Mechanical Engineer - Medical Devices","Research Triangle Park, NC","$85k-$125k"
"Workday","3.9","Senior Software Development Engineer, (AWS/DevOps) Developer Tools","Pleasanton, CA","$132k-$168k"
"ManTech","3.9","Systems Engineer, Senior Principal","Chantilly, VA","$88k-$159k"
"Base2 Engineering, LLC","5.0","Computer Software Engineer","Fort Meade, MD",
"SK hynix America","3.5","Senior Engineer-SSD Level of NAND Characterization","San Jose, CA",
"ManTech","3.9","System Engineer / Analyst Program Management Support","Virginia Beach, VA","$59k-$83k"
"AppDynamics","4.5","AppD Senior Sales Engineer - Salt Lake City","Utah",
"Linde Group","4.2","Senior Windows IT Engineer (San Francisco)","San Francisco, CA","$75k-$121k"
"MITRE","3.3","Lead/Principal Cyber Security Engineer, Cyber Operations (TS/SCI Polygraph Clearance)","Annapolis Junction, MD","$128k-$167k"
"Thryv","2.8","Lead Business Intel Data Warehouse Engineer","Dallas, TX","$93k-$113k"
"St. Onge Company","4.6","Mechanical/Systems Engineer - Healthcare","York, PA","$50k-$97k"
"SCS Engineers","4.1","Controls Engineer/Project Manager","Lancaster, PA",
"Northern Tool + Equipment","3.8","Senior Systems Engineer - Linux","Burnsville, MN","$63k-$124k"
"Liberty Mutual Insurance","3.3","Principal/Senior Engineer - Digital Lead Management","Boston, MA",
"Hart & Hickman","4.0","Senior Environmental Engineer or Geologist 8 to 15+ years","Charlotte, NC",
"Summit Technical Solutions","3.7","Senior Test & Evaluation Engineer (Navy)","Dahlgren, VA",
"Coinbase","4.3","Senior Software Engineer, Enterprise Applications","San Francisco, CA","$118k-$193k"
"Aurora Flight Sciences","4.1","Sr. Perception Engineer","Cambridge, MA",
"CHRISTUS Health","3.4","Audiovisual Systems Engineer","Irving, TX","$50k-$100k"
"CareKinesis","4.4","Software Engineer II - EireneRx","Mount Pleasant, SC",
"Linde Group","4.2","Senior IT Engineer (Cross-Platform)","San Francisco, CA","$75k-$121k"
"TSYS","3.2","Full Stack Engineer - Digital Innovation Team","Alpharetta, GA",
"Leggett & Platt","3.5","Electronics Engineer - Software","Detroit, MI","$45k-$69k"
"Memorial Health System","3.9","Windows System Engineer I","Springfield, IL","$34k-$70k"
"BCC Engineering","3.9","Panama City - Roadway Project Engineer","Panama City, FL","$80k-$110k"
"Hedera Hashgraph","5.0","Senior Software Engineer","Richardson, TX",
"Kencast","4.0","Senior DevOps Engineer","Norwalk, CT","$85k-$114k"
"Double Good","4.2","Senior Software Engineer","Chicago, IL",
"Workday","3.9","Senior Software Development Engineer - Cloud Orchestration","Pleasanton, CA","$136k-$172k"
"SK hynix America","3.5","SSD Reliability Software QA Engineer Lead (Staff/Sr.Staff)","San Jose, CA","$108k-$147k"
"Kulicke and Soffa","3.7","Senior C++ Software Systems Engineer","Fort Washington, PA","$64k-$121k"
"RFI Communications & Security Systems","3.9","Application Engineer - Security","San Jose, CA","$85k-$127k"
"Liberty Mutual Insurance","5.0","Principal Investment Data Integration Engineer","Boston, MA",
"General Dynamics Electric Boat","3.0","Integrated Discrimination Team / Countermeasures Analyst - Engineer I","Huntsville, AL","$56k-$77k"
