"Company","Rating","Title","Location","Salary"
"Roundtable Learning","4.1","Marketing Manager","Chagrin Falls, OH",
"Signal Financial Federal Credit Union","4.5","Marketing Manager","Kensington, MD","$47k-$72k"
"Service Objects","3.8","Marketing Manager","Santa Barbara, CA",
"UniCarriers Americas Corporation","3.8","Marketing Manager","Marengo, IL","$64k-$95k"
"Pushpay","4.0","Customer Marketing Manager","Redmond, WA",
"FusionStorm","3.6","Marketing Manager","New York, NY","$38k-$59k"
"Barnes & Thornburg","3.7","Marketing Manager","South Bend, IN","$39k-$60k"
"Cengage","4.0","Product Marketing Manager","Temecula, CA","$52k-$76k"
"Attivio","4.7","Senior Marketing Manager","United States",
"AppDirect","3.3","Product Marketing Manager","San Francisco, CA","$118k-$162k"
"Optymyze","3.3","Marketing Campaign Manager","Philadelphia, PA","$40k-$70k"
"Compass Holding","4.2","Marketing Manager","Clarendon Hills, IL",
"U.S. Cellular","3.4","Retail Marketing Manager","Chicago, IL","$75k-$112k"
"PCB Piezotronics","3.4","Marketing Manager","Depew, NY","$38k-$56k"
"Animoto","4.2","Search Marketing Manager","New York, NY","$58k-$89k"
"Yummly","4.9","Lifecycle Marketing Manager","Palo Alto, CA","$62k-$95k"
"Getaround","4.0","Marketing Manager","Boston, MA","$47k-$73k"
"The Job Window","3.8","Entry Level Marketing Manager Trainee","Macomb, MI",
"Varsity Tutors","4.2","Senior Marketing Manager (Acquisition Marketing)","Columbus, OH","$59k-$91k"
"GH Phipps Construction Companies","4.2","Marketing Research Manager","Greenwood Village, Arapahoe, CO","$67k-$99k"
"Chef","3.8","Field Marketing Manager","Seattle, WA","$61k-$100k"
"Nextiva","4.5","Field Marketing Manager (East)","Chicago, IL","$43k-$71k"
"Next Level Acquisitions","2.5","Marketing Coordinator","Oklahoma City, OK",
"Central Insurance Companies","4.5","Marketing Manager","Illinois",
"Unanet","4.6","Product Marketing Manager","Washington, DC",
"Benco Dental","3.4","Marketing Research Manager","Pittston, PA","$45k-$67k"
"Learning Sciences International","3.2","Field Marketing Manager (K-12 Education)","Lakes by the Bay, FL",
"UofL Physicians","3.9","Strategic Marketing and Communications Manager","Louisville, KY","$47k-$85k"
"Conviva","4.4","Sr Product Marketing Manager","Foster City, CA","$152k-$204k"
"New Western","4.6","Marketing Analytics Manager","Irving, TX","$89k-$123k"
"Otak","3.7","Marketing Manager","Louisville, CO","$60k-$91k"
"Edifecs","4.5","Product Marketing Manager","United States",
"SharpSpring","4.1","Marketing Campaign Manager","Gainesville, FL","$28k-$47k"
"MG Properties Group","4.0","Community Manager (Floating)","Wildomar, CA","$35k-$53k"
"Crisis Prevention Institute","3.6","Marketing Director","Milwaukee, WI","$48k-$88k"
"Big Leap","4.5","SEO & Content Marketing Manager","Lehi, UT","$35k-$52k"
"Everlaw","4.6","Growth Marketing Manager","Oakland, CA",
"Agora.io","5.0","Product Marketing Manager","Santa Clara, CA",
"HARIBO of America","4.6","Trade Marketing Manager","Rosemont, IL",
"Arcules, Inc.","5.0","Product Marketing Manager","Irvine, CA",
"Apttus","3.0","Senior Product Marketing Manager","San Mateo, CA","$181k-$241k"
"Stifel Financial","3.6","ADVISORY PROGRAM MARKETING MANAGER","Saint Louis, MO","$49k-$75k"
"LightGuard Systems","5.0","Inside Sales and Marketing Assistant","Santa Rosa, CA","$50k-$60k"
"H.G. Fenton","4.9","Leasing Marketing Manager","San Diego, CA","$44k-$68k"
"Peer Health Exchange","4.5","Manager, Marketing","Chicago, IL","$36k-$57k"
"HAECO Americas","2.7","Marketing Manager","Greensboro, NC","$73k-$110k"
"App Annie","4.2","Product Marketing Manager - Analytics Products","San Francisco, CA","$98k-$134k"
"Truckstop.com","3.9","Product Marketing Manager","Boise, ID","$68k-$96k"
"Logi Analytics","3.4","Product Marketing Manager","McLean, VA","$93k-$131k"
"Genentech","3.9","Senior Marketing Manager (E5) - Avastin Marketing","South San Francisco, CA","$143k-$204k"
"InEight","3.5","Marketing Automation Manager","Scottsdale, AZ",
"DrChrono","4.0","Digital Marketing Manager","Hunt Valley, MD",
"MomentFeed","4.4","Marketing Manager","Santa Monica, CA","$60k-$92k"
"HealthcareSource","4.0","Senior Product Marketing Manager","Woburn, MA","$82k-$113k"
"Signpost","4.2","Marketing Manager","New York, NY","$37k-$57k"
"Forescout Technologies Inc.","3.9","Field Marketing Manager","United States",
"Mailgun Technologies","4.8","Product Marketing Manager","San Antonio, TX",
"BASIS.ed","3.6","Marketing Manager","Scottsdale, AZ","$42k-$66k"
"LendingHome","4.0","Field Marketing Manager","San Francisco, CA","$65k-$109k"
"ClinCapture, Inc.","4.0","Digital Marketing Manager (Growth Hacker)","San Francisco, CA",
"Guide Dogs for the Blind","3.3","Digital Marketing Program Manager","San Rafael, CA","$44k-$72k"
"GSK","3.8","Senior Manager, Marketing Planning Oncology","Philadelphia, PA",
"Townsquare Interactive","3.7","Digital Marketing Account Manager","Charlotte, NC",
"pc/nametag","4.1","Senior Manager, Digital Marketing","Verona, WI",
"City Furniture","4.2","Marketing Analytics Manager","Tamarac, FL","$72k-$101k"
"Procore Technologies","4.2","Product Marketing Manager","Carpinteria, CA","$55k-$78k"
"Princeton Property Management","3.9","Community Manager","Portland, OR","$29k-$45k"
"Keen Sight, Inc.",,"Surgical Sales Account Manager - Ophthalmology","San Francisco, CA","$60k-$80k"
"Experian","3.6","Product Marketing Manager","Costa Mesa, CA","$95k-$132k"
"Marquee Insurance Group","4.2","Marketing Coordinator","Roswell, GA",
"HomeServe USA","3.6","Insight & Marketing Analytics Manager","Norwalk, CT","$61k-$84k"
"FingerPaint Marketing","4.3","Digital Marketing Manager","Conshohocken, PA","$42k-$68k"
"Phoenix Children's Hospital","4.2","Marketing Manager","Phoenix, AZ","$68k-$102k"
"Pindrop","3.9","Product Marketing Manager","Atlanta, GA","$98k-$137k"
"CARFAX","4.2","Product Marketing Manager","Washington, DC","$100k-$144k"
"Pushpay","4.0","Product Marketing Manager","Redmond, WA",
"Genentech","3.9","Sr Marketing Manager","South San Francisco, CA","$143k-$204k"
"Jenzabar","3.8","Product Marketing Manager","Boston, MA","$60k-$86k"
"HP Inc.","4.0","Account Based Marketing Manager","Palo Alto, CA","$117k-$171k"
"Disruptive Advertising","4.6","Social Media/Digital Marketing Account Manager","Lindon, UT","$41k-$66k"
"Boston Properties","3.8","Marketing Manager","Boston, MA","$78k-$117k"
"Intelligent Medical Objects","4.1","Product Marketing Manager","Chicago, IL","$73k-$103k"
"Getaround","4.0","Marketing Manager","Boston, MA","$47k-$73k"
"Takeya USA","4.7","Product Marketing Manager","Costa Mesa, CA","$65k-$104k"
"ForgeRock","4.0","Senior Field Marketing Manager","San Francisco, CA","$117k-$184k"
"Broadridge","3.6","Manager, Marketing","New York, NY","$60k-$92k"
"TSYS","3.2","Strategic Account Analytics Manager","San Mateo, CA","$92k-$124k"
"GoGuardian","4.3","Performance Marketing Manager","El Segundo, CA","$51k-$78k"
"MA Laboratories","3.0","Account Manager","Glendale Heights, IL",
"Tower Hill Insurance Group, LLC","3.1","Marketing Manager","Gainesville, FL","$36k-$55k"
"Intercom","4.0","Acquisition Marketing Manager","San Francisco, CA","$84k-$125k"
"Pantheon","4.4","Product Marketing Manager","San Francisco, CA","$96k-$134k"
"EmpRes Healthcare Management","2.8","Admissions & Marketing Director","Bellingham, WA","$47k-$81k"
"Calypso Technology","3.3","Senior Marketing Manager","New York, NY","$155k-$218k"
"Champaign Elite Marketing","5.0","Marketing - Promotions Representative","Champaign, IL",
"Pushpay","4.0","Senior Manager - Product Marketing","Redmond, WA",
"Shive-Hattery","4.0","Marketing Coordinator","Time, IL",
"Conductor","4.6","SEO Success Manager","San Francisco, CA",
"New Age Marketing","3.9","Junior Marketing Manager","Charlotte, NC","$72k-$104k"
"Acceleration Partners","4.9","Associate/Senior Associate, Affiliate Marketing","Chicago, IL",
"T-System","3.3","Product Manager","Dallas, TX","$70k-$108k"
"Sallie Mae","3.3","Senior Marketing Manager - Credit Card","Newark, DE","$84k-$125k"
"Fitbit","3.2","Product Marketing Manager-Consumer Services & Mobile App","San Francisco, CA","$85k-$118k"
"Central Insurance Companies","4.5","Marketing Manager","Illinois",
"UofL Physicians","3.9","Strategic Marketing and Communications Manager","Louisville, KY","$47k-$85k"
"Modernize","4.2","Marketing Automation Manager","Austin, TX",
"Risk Management Solutions (RMS)","3.6","Senior Digital Marketing Manager","Newark, CA","$113k-$175k"
"Revantage Corporate Services","3.7","Digital Marketing Manager","Seattle, WA",
"Terakeet","4.8","SEO Manager","Syracuse, NY","$48k-$82k"
"Workiva Inc.","3.8","Senior Product Marketing Manager","Denver, CO","$75k-$104k"
"Intercom","4.0","Digital Marketing and Growth Manager, Paid Social and Display","San Francisco, CA","$86k-$135k"
"CarGurus","4.3","Brand Marketing Manager","Cambridge, MA","$58k-$88k"
"TEAM Clinics",,"Telemedicine Clinic Account Manager","Oklahoma City, OK",
"Rad Power Bikes","4.3","Email Marketing Manager","Seattle, WA",
"Chestnut Hill Realty","4.2","Property Manager, Cambridge Portfolio","Cambridge, MA","$44k-$70k"
"8x8","4.2","Field Marketing Manager - Channels","Charlotte, NC","$52k-$86k"
"CHRISTUS Health","3.4","Manager Practice I","Beaumont, TX","$45k-$73k"
"Flex","3.7","Integrated Marketing Campaigns Manager","Austin, TX","$39k-$67k"
"Reputation.com","4.4","Product Marketing Manager (Webinars)","Chicago, IL","$48k-$74k"
"One Point","5.0","Product Marketing Manager","San Francisco, CA",
"Unanet","4.6","Product Marketing Manager","Washington, DC",
"Otak","3.7","Marketing Manager","Louisville, CO","$60k-$91k"
"One Point","5.0","Product Marketing Manager","San Francisco, CA",
"EnterpriseDB","3.5","Senior Partner Marketing Manager","Remote",
"MathWorks","4.3","Field Marketing Manager - Account Based Marketing (ABM)","Natick, MA","$64k-$105k"
"Procore Technologies","4.2","Senior Product Marketing Manager","Carpinteria, CA","$76k-$104k"
"FPI Management","4.1","Assistant Community Director / Assistant Property Manager","Thornton, CO","$40k-$68k"
"Civitas Senior Living","4.3","Regional Director of Sales and Marketing - Senior Living","Houston, TX","$31-$56"
"TSYS","3.2","Strategic Account Relationship Manager","San Mateo, CA",
"Classic Concepts, Inc.","2.6","Digital Marketing Specialist","Vernon, CA",
"Mailgun Technologies","4.8","Product Manager, Integrations and Partnerships","San Antonio, TX",
"Genentech","3.9","Senior Marketing Manager VENCLEXTA, Chronic Lymphocytic Leukemia (CLL)","South San Francisco, CA","$143k-$204k"
"Vertafore","2.4","Product Marketing Manager","Denver, CO","$62k-$87k"
"Cascade Management","3.5","Roving Community Manager","Tigard, OR","$28k-$46k"
"FPI Management","4.1","Community Manager","Sacramento, CA","$36k-$55k"
"TMP WORLDWIDE","3.7","Account Director - Digital Advertising","Philadelphia, PA",
"Monotype","3.5","Sr. Product Marketing Manager","Woburn, MA","$121k-$164k"
"Sally Beauty Holdings","2.6","Manager of Integrated Marketing","Denton, TX","$59k-$91k"
"Algorithmia","4.4","Sr Product Marketing Manager","Seattle, WA",
"Pharmavite","3.0","Digital Marketing Manager","West Hills, CA","$81k-$128k"
"GCP Applied Technologies","3.4","Global Marketing Manager, Verifi","Cambridge, MA","$110k-$145k"
"HARIBO of America","4.6","Trade Marketing Manager","Rosemont, IL",
"Arcules, Inc.","5.0","Product Marketing Manager","Irvine, CA",
"Intercom","4.0","Lifecycle Marketing Manager, Account Based Marketing (ABM)","San Francisco, CA","$73k-$110k"
"Bridge Partners","3.9","Product Marketing Manager","Bellevue, WA","$183k-$261k"
"SeraCare Life Sciences","2.6","Senior Product Marketing Manager Clinical Diagnostics","Cumberland Foreside, ME","$68k-$98k"
"North American Lighting","4.0","Account Manager","Farmington Hills, MI",
"Universal Windows Direct","4.3","Event Manager","Charlotte, NC","$27k-$43k"
"Telecom Brokerage","4.6","Channel Manager, Cloud","Chicago, IL","$70k-$80k"
"International Fellowship of Christians and Jews","3.2","Email Marketing Associate","Chicago, IL",
"KIBO","3.8","Senior Product Marketing Manager","San Diego, CA","$84k-$115k"
"EZ Texting","4.1","Sr Product Marketing Manager","Austin, TX",
"AppsFlyer","4.5","Senior Product Marketing Manager, NA","San Francisco, CA","$133k-$179k"
"EandM","4.5","EandM Account Manager","Seattle, WA",
"Stifel Financial","3.6","ADVISORY PROGRAM MARKETING MANAGER","Saint Louis, MO","$49k-$75k"
"New Western","4.6","Marketing Analytics Manager","Irving, TX","$89k-$123k"
"Sage","3.6","Manager, Marketing Automation, North America & Australasia","Atlanta, GA",
"Lightspeed Systems","4.3","Digital Marketing Manager","Austin, TX","$44k-$71k"
"Hand and Stone Spa","3.4","Spa Assistant Manager","Dallas, TX",
"LG Hausys","3.4","Online Marketing Specialist (Manager)","Atlanta, GA","$45k-$57k"
"Four Seasons Heating, Air Conditioning, Plumbing, Electric","3.9","In-Store Marketing Associate","Chicago, IL",
"International Fellowship of Christians and Jews","3.2","Senior Director of Marketing","Chicago, IL",
"Infutor Data Solutions","4.7","Senior Product Manager, Mobile Ad IDs (MAIDs)","Oakbrook Terrace, IL",
"Alarm.com","3.9","Senior Marketing Manager","Tysons, VA",
"Town Pump","3.4","CASINO MANAGER","East Helena, MT",
"Nextiva","4.5","Field Marketing Manager (West)","San Francisco, CA","$50k-$83k"
"Cascade Management","3.5","Bilingual Community Manager","Hood River, OR","$27k-$46k"
"Town Pump","3.4","CASINO MANAGER TRAINEE","Butte, MT",
"Stratus Technologies","3.1","Technical Product Marketing Manager","Maynard, MA","$92k-$127k"
"Acceleration Partners","4.9","Account Manager / Senior Manager, Affiliate Marketing","Philadelphia, PA","$52k-$93k"
"Livongo","4.2","Growth Marketing Manager","Mountain View, CA",
"Advancial Federal Credit Union","4.8","Business Development Manager","Dallas, TX","$37k-$64k"
"Everlaw","4.6","Growth Marketing Manager","Oakland, CA",
"Agora.io","5.0","Product Marketing Manager","Santa Clara, CA",
"Discovery Education","3.3","Product Marketing Manager","Silver Spring, MD","$93k-$139k"
"Nativo, Inc.","3.8","Marketing Manager","New York, NY","$47k-$73k"
"EZ Texting","4.1","Senior Product Marketing Manager","Santa Monica, CA",
"Amadeus IT Group SA","3.7","Product Marketing Manager / Account Based Marketing","New Portsmouth, NH",
"Thrive Global","3.2","Product Marketing Manager","New York, NY",
"Peer Health Exchange","4.5","Manager, Marketing","Chicago, IL","$36k-$57k"
"Genentech","3.9","Senior Marketing Manager (E5) - Avastin Marketing","South San Francisco, CA","$143k-$204k"
"Signpost","4.2","Marketing Manager","New York, NY","$37k-$57k"
"MomentFeed","4.4","Marketing Manager","Santa Monica, CA","$60k-$92k"
"Jumpcut","5.0","Growth Marketing Manager","Los Angeles, CA","$150k-$200k"
"Sage","3.6","Online Marketing Manager","Atlanta, GA","$60k-$101k"
"Asset Marketing Services, LLC","3.5","Account Manager","Sarasota, FL",
"Duetto","4.8","Marketing Campaign Manager","San Francisco, CA","$60k-$100k"
"BigCommerce","3.9","Paid Social Marketing Manager","Austin, TX","$69k-$105k"
"Ocular Therapeutix","4.5","Key Account Manager, Milwaukee / Madison","Milwaukee, WI",
"Plug Smart","3.7","Commercial Property Outreach Manager - PIT","Pittsburgh, PA",
"Abode Services","3.5","Property Manager","San Jose, CA",
"HG Insights","4.7","Product Manager","Santa Barbara, CA","$68k-$102k"
"Optoro","4.2","Product Marketing Manager","Washington, DC","$61k-$87k"
"Cross Country Home Services","3.3","Manager- Business Develop","Boca Raton, FL","$45k-$79k"
"BOK Financial","4.0","Business Banking Relationship Manager IV","Denver, CO",
"Monarch Investment and Management Group","4.1","Regional Leasing and Marketing Specialist (Wichita/","Topeka, KS","$27k-$34k"
"Monarch Investment and Management Group","4.1","Regional Leasing and Marketing Specialist (Wichita/Topeka","Wichita, KS","$26k-$34k"
"Fresh Consulting","5.0","Product Manager","Bellevue, WA","$78k-$117k"
"CSC","3.1","Global Product Marketing Manager, Global Financial Markets","Wilmington, DE","$68k-$101k"
"Ad Council","3.3","Assistant Manager, PR & Social Media","New York, NY","$24k-$41k"
"Qualia","3.9","Demand Generation Marketing Manager","San Francisco, CA","$68k-$103k"
"Flexion Therapeutics","4.0","Musculoskeletal Business Manager - Madison/Milwaukee, WI","Milwaukee, WI",
"Monetate","3.8","Product Marketing Manager","New York, NY","$69k-$98k"
"Princeton Property Management","3.9","Assistant Community Manager","Eugene, OR","$28k-$41k"
"Mercury Systems","4.1","Product Marketing Manager","Huntsville, AL","$65k-$98k"
"Neo Insurance Solutions",,"Agent Account Manager","Miami, FL",
"FingerPaint Marketing","4.3","Digital Marketing Manager","Conshohocken, PA","$42k-$68k"
"TOLMAR","3.2","Account Manager","Orlando, FL",
"Town Pump","3.4","LOUNGE MANAGER TRAINEE","Missoula, MT",
"American Health Partners","2.6","Sales Account Manager","Parsons, TN",
"Sally Beauty Holdings","2.6","Payroll Business Manager","Denton, TX","$37k-$66k"
"BidEase",,"Account Manager U.S. Market","New York, NY",
"MDSP Inc.",,"Senior Business Development Manager","San Francisco, CA",
"Acadia Healthcare","2.7","Corporate Intake & Utilization Manager","Franklin, TN",
"Careers Search","5.0","International Marketing Manager - Pharmaceuticals","Lancaster, SC",
"Preferred Hotels & Resorts","3.2","Sr Manager, Marketing & Partnerships - Historic Hotels","Washington, DC","$41k-$63k"
"C Spire","4.5","Account Manager, Commercial - East Tennessee","Knoxville, TN",
"WideOrbit","4.0","Product Marketing Manager","San Francisco, CA","$106k-$148k"
"NAMZ Custom Cycle Products",,"Marketing & Business Development Associate","Oreland, PA","$35k-$45k"
"Edwards Lifesciences","3.6","Product Manager, Marketing","Irvine, CA","$100k-$145k"
"Skyworks","3.2","Product Marketing Manager, Mobile Markets","Newbury Park, CA","$110k-$163k"
"City Furniture","4.2","Marketing Analytics Manager","Tamarac, FL","$72k-$101k"
"DataStax","4.3","Integrated Marketing Manager","Santa Clara, CA","$128k-$183k"
"TMP WORLDWIDE","3.7","Global Account Director (Advertising Technology)","Waltham, MA",
"Eclipse Marketing (MI)","4.0","Marketing Associate - Retail Marketing","Dearborn, MI",
"The Shade Store","3.3","SEM Manager","Port Chester, NY","$44k-$76k"
"AGENC, INC.",,"Account Manager - Marketing/Communications","Los Angeles, CA",
"Duetto","4.8","Demand Generation Marketing Manager","San Francisco, CA","$81k-$120k"
"Opcity","3.7","Sr. Product Marketing Manager","Austin, TX","$69k-$102k"
"MathWorks","4.3","Product Marketing Manager - Build Automation Servers","Natick, MA","$85k-$119k"
"Valvoline","3.4","Digital Marketing Manager","Lexington-Fayette, KY",
"FPI Management","4.1","Property Manager","Ventura, CA","$54k-$86k"
"Western Dental Services","3.3","Business Manager","Ventura, CA","$44k-$74k"
"ObserveIT","4.7","Senior Product Manager","Boston, MA","$116k-$170k"
"Formation","3.3","Senior Product Marketing Manager","San Francisco, CA",
"Addepar","4.2","Senior Product Marketing Manager","New York, NY","$112k-$152k"
"APEX Analytix","4.1","Digital Marketing Manager","North Carolina",
"Asset Marketing Services, LLC","3.5","Account Manager Utah","Pleasant Grove, UT",
"Window Nation, LLC","4.2","Assistant Show and Events Manager","Cleveland, OH","$24k-$36k"
"MathWorks","4.3","Industrial Automation Industry Marketing Manager - Americas","Natick, MA","$106k-$156k"
"KeepTruckin","4.6","Product Marketing Manager, Hardware","San Francisco, CA","$98k-$136k"
"FPI Management","4.1","Community Director/ Apartment Manager","Seattle, WA","$38k-$62k"
"GSK","3.8","Senior Manager, Marketing Planning Oncology","Philadelphia, PA",
"Procore Technologies","4.2","Product Marketing Manager","Carpinteria, CA","$55k-$78k"
"FPI Management","4.1","Community Director (Property Manager) - Americana Apartments (100 units) - Santa Rosa","Rohnert Park, CA","$40k-$65k"
"Myriad Genetics","3.5","Digital Marketing Manager","Salt Lake City, UT","$77k-$121k"
"Housing Visions Unlimited","4.0","Property Manager","Syracuse, NY","$30k-$47k"
"Clickbooth","4.5","Business Development Manager - Sarasota, FL","United States",
"SharpSpring","4.1","Account Manager","Gainesville, FL",
"Pancreatic Cancer Action Network","3.1","Senior Community Relationship Manager","New York, NY",
"MathWorks","4.3","Senior Product Marketing Manager (AI/Data Science)","Natick, MA","$119k-$159k"
"Xilinx","3.8","Intellectul Property Product Marketing Manager","San Jose, CA","$130k-$181k"
"Eclipse Marketing (MI)","4.0","Account Manager - Entry Level","Dearborn, MI",
"Pearl Insurance","4.5","Business Development Manager","Overland Park, KS","$33k-$60k"
"Stark Carpet","4.0","Account Manager- Syosset Showroom","Syosset, NY",
"MathWorks","4.3","Product Marketing Manager, Simulink Real-Time Systems","Natick, MA","$102k-$139k"
"Demandbase","4.4","Senior Product Marketing Director/Manager (Advertising Product Line)","San Francisco, CA","$142k-$205k"
"Agilent Technologies","4.0","Global Marketing Program Manager, Companion Diagnostics - Agilent/Dako","Carpinteria, CA","$62k-$102k"
"Weaver Street Market","3.8","Marketing Manager","Hillsborough, NC","$50k-$77k"
"EY","3.7","Global Assurance Marketing program manager (Assistant Director) - Forensics (New York or East Coast)","New York, NY","$77k-$123k"
"TCC Verizon Premium Retailer","4.0","Small Business Sales Account Manager","Grants Pass, OR",
